codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
050889017	050889	1146673	cedazuridine 100 MG / decitabine 35 MG Oral Tablet	2384457	EXACT	auto-linked from EMA 005823		2026-06-12
