ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/04/292/001	EMEA/H/C/000570	30 mg	Film-coated tablet	Oral use	blister (Alu/Aclar/PVAc/PVC)	14 tablets		mimpara	Mimpara	EU/1/04/292	cinacalcet hydrochloride	cinacalcet	H05BX01	Amgen Europe B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/mimpara	Authorised
EU/1/04/292/002	EMEA/H/C/000570	30 mg	Film-coated tablet	Oral use	blister (Alu/Aclar/PVAc/PVC)	28 tablets		mimpara	Mimpara	EU/1/04/292	cinacalcet hydrochloride	cinacalcet	H05BX01	Amgen Europe B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/mimpara	Authorised
EU/1/04/292/003	EMEA/H/C/000570	30 mg	Film-coated tablet	Oral use	blister (Alu/Aclar/PVAc/PVC)	84 tablets		mimpara	Mimpara	EU/1/04/292	cinacalcet hydrochloride	cinacalcet	H05BX01	Amgen Europe B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/mimpara	Authorised
EU/1/04/292/004	EMEA/H/C/000570	30 mg	Film-coated tablet	Oral use	bottle (HDPE)	30 tablets		mimpara	Mimpara	EU/1/04/292	cinacalcet hydrochloride	cinacalcet	H05BX01	Amgen Europe B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/mimpara	Authorised
EU/1/04/292/005	EMEA/H/C/000570	60 mg	Film-coated tablet	Oral use	blister (Alu/Aclar/PVAc/PVC)	14 tablets		mimpara	Mimpara	EU/1/04/292	cinacalcet hydrochloride	cinacalcet	H05BX01	Amgen Europe B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/mimpara	Authorised
EU/1/04/292/006	EMEA/H/C/000570	60 mg	Film-coated tablet	Oral use	blister (Alu/Aclar/PVAc/PVC)	28 tablets		mimpara	Mimpara	EU/1/04/292	cinacalcet hydrochloride	cinacalcet	H05BX01	Amgen Europe B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/mimpara	Authorised
EU/1/04/292/007	EMEA/H/C/000570	60 mg	Film-coated tablet	Oral use	blister (Alu/Aclar/PVAc/PVC)	84 tablets		mimpara	Mimpara	EU/1/04/292	cinacalcet hydrochloride	cinacalcet	H05BX01	Amgen Europe B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/mimpara	Authorised
EU/1/04/292/008	EMEA/H/C/000570	60 mg	Film-coated tablet	Oral use	bottle (HDPE)	30 tablets		mimpara	Mimpara	EU/1/04/292	cinacalcet hydrochloride	cinacalcet	H05BX01	Amgen Europe B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/mimpara	Authorised
EU/1/04/292/009	EMEA/H/C/000570	90 mg	Film-coated tablet	Oral use	blister (Alu/Aclar/PVAc/PVC)	14 tablets		mimpara	Mimpara	EU/1/04/292	cinacalcet hydrochloride	cinacalcet	H05BX01	Amgen Europe B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/mimpara	Authorised
EU/1/04/292/010	EMEA/H/C/000570	90 mg	Film-coated tablet	Oral use	blister (Alu/Aclar/PVAc/PVC)	28 tablets		mimpara	Mimpara	EU/1/04/292	cinacalcet hydrochloride	cinacalcet	H05BX01	Amgen Europe B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/mimpara	Authorised
EU/1/04/292/011	EMEA/H/C/000570	90 mg	Film-coated tablet	Oral use	blister (Alu/Aclar/PVAc/PVC)	84 tablets		mimpara	Mimpara	EU/1/04/292	cinacalcet hydrochloride	cinacalcet	H05BX01	Amgen Europe B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/mimpara	Authorised
EU/1/04/292/012	EMEA/H/C/000570	90 mg	Film-coated tablet	Oral use	bottle (HDPE)	30 tablets		mimpara	Mimpara	EU/1/04/292	cinacalcet hydrochloride	cinacalcet	H05BX01	Amgen Europe B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/mimpara	Authorised
EU/1/04/292/013	EMEA/H/C/000570	1 mg	Granules in capsules for opening	Oral use	bottle (HDPE)	30 capsules		mimpara	Mimpara	EU/1/04/292	cinacalcet hydrochloride	cinacalcet	H05BX01	Amgen Europe B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/mimpara	Authorised
EU/1/04/292/014	EMEA/H/C/000570	2.5 mg	Granules in capsules for opening	Oral use	bottle (HDPE)	30 capsules		mimpara	Mimpara	EU/1/04/292	cinacalcet hydrochloride	cinacalcet	H05BX01	Amgen Europe B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/mimpara	Authorised
EU/1/04/292/015	EMEA/H/C/000570	5 mg	Granules in capsules for opening	Oral use	bottle (HDPE)	30 capsules		mimpara	Mimpara	EU/1/04/292	cinacalcet hydrochloride	cinacalcet	H05BX01	Amgen Europe B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/mimpara	Authorised
