cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
710662	1151070001	ONCASPAR 750 U/ml SOLUCION INYECTABLE Y PARA PERFUSION	Pegaspargasa 750 U/ml inyectable 5 ml	750 U/ml inyectable 5 ml	Vial	1	vial para inyección	PEGASPARGASA 750 U	VÍA INTRAMUSCULAR|VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN	L01XX24 - Pegaspargasa	LES LABORATOIRES SERVIER	0	0	0
720457	1151070002	ONCASPAR 750 U/ML POLVO PARA SOLUCION INYECTABLE Y PARA PERFUSION	Pegaspargasa 750 U/ml inyectable 5 ml	750 UI/ml	Vial	1	vial para inyección	PEGASPARGASA 750 UI/ml	VÍA INTRAMUSCULAR|VÍA INTRAVENOSA	POLVO PARA SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN	L01XX24 - Pegaspargasa	LES LABORATOIRES SERVIER	0	0	0
