ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/16/1124/013	EMEA/H/C/003983	12.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (25 mg/ml)	4 (4 x 1) pre-filled pens + 4 (4 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/015	EMEA/H/C/003983	15 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.6 ml (25 mg/ml)	4 (4 x 1) pre-filled pens + 4 (4 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/017	EMEA/H/C/003983	17.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.7 ml (25 mg/ml)	4 (4 x 1) pre-filled pens + 4 (4 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/019	EMEA/H/C/003983	20 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.8 ml (25 mg/ml)	4 (4 x 1) pre-filled pens + 4 (4 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/021	EMEA/H/C/003983	22.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.9 ml (25 mg/ml)	4 (4 x 1) pre-filled pens + 4 (4 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/023	EMEA/H/C/003983	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	1 ml (25 mg/ml)	4 (4 x 1) pre-filled pens + 4 (4 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/025	EMEA/H/C/003983	7.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.3 ml (25 mg/ml)	1 pre-filled syringe + 2 swabs	Nordimet
EU/1/16/1124/026	EMEA/H/C/003983	7.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.3 ml (25 mg/ml)	4 (4 x 1) pre-filled syringes + 8 (4 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/028	EMEA/H/C/003983	10 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.4 ml (25 mg/ml)	1 pre-filled syringe + 2 swabs	Nordimet
EU/1/16/1124/029	EMEA/H/C/003983	10 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.4 ml (25 mg/ml)	4 (4 x 1) pre-filled syringes + 8 (4 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/031	EMEA/H/C/003983	12.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.5 ml (25 mg/ml)	1 pre-filled syringe + 2 swabs	Nordimet
EU/1/16/1124/032	EMEA/H/C/003983	12.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.5 ml (25 mg/ml)	4 (4 x 1) pre-filled syringes + 8 (4 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/034	EMEA/H/C/003983	15 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.6 ml (25 mg/ml)	1 pre-filled syringe + 2 swabs	Nordimet
EU/1/16/1124/035	EMEA/H/C/003983	15 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.6 ml (25 mg/ml)	4 (4 x 1) pre-filled syringes + 8 (4 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/037	EMEA/H/C/003983	17.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.7 ml (25 mg/ml)	1 pre-filled syringe + 2 swabs	Nordimet
EU/1/16/1124/038	EMEA/H/C/003983	17.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.7 ml (25 mg/ml)	4 (4 x 1) pre-filled syringes + 8 (4 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/040	EMEA/H/C/003983	20 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.8 ml (25 mg/ml)	1 pre-filled syringe + 2 swabs	Nordimet
EU/1/16/1124/041	EMEA/H/C/003983	20 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.8 ml (25 mg/ml)	4 (4 x 1) pre-filled syringes + 8 (4 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/043	EMEA/H/C/003983	22.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.9 ml (25 mg/ml)	1 pre-filled syringe + 2 swabs	Nordimet
EU/1/16/1124/044	EMEA/H/C/003983	22.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.9 ml (25 mg/ml)	4 (4 x 1) pre-filled syringes + 8 (4 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/046	EMEA/H/C/003983	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	1 ml (25 mg/ml)	1 pre-filled syringe + 2 swabs	Nordimet
EU/1/16/1124/047	EMEA/H/C/003983	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	1 ml (25 mg/ml)	4 (4 x 1) pre-filled syringes + 8 (4 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/049	EMEA/H/C/003983	7.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.3 ml (25 mg/ml)	12 (12 x 1) pre-filled syringes + 24 (12 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/050	EMEA/H/C/003983	10 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.4 ml (25 mg/ml)	12 (12 x 1) pre-filled syringes + 24 (12 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/051	EMEA/H/C/003983	12.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.5 ml (25 mg/ml)	12 (12 x 1) pre-filled syringes + 24 (12 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/052	EMEA/H/C/003983	15 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.6 ml (25 mg/ml)	12 (12 x 1) pre-filled syringes + 24 (12 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/053	EMEA/H/C/003983	17.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.7 ml (25 mg/ml)	12 (12 x 1) pre-filled syringes + 24 (12 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/054	EMEA/H/C/003983	20 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.8 ml (25 mg/ml)	12 (12 x 1) pre-filled syringes + 24 (12 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/055	EMEA/H/C/003983	22.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	0.9 ml (25 mg/ml)	12 (12 x 1) pre-filled syringes + 24 (12 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/056	EMEA/H/C/003983	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) with safety device	1.0 ml (25 mg/ml)	12 (12 x 1) pre-filled syringes + 24 (12 x 2) swabs (multipack)	Nordimet
EU/1/16/1124/057	EMEA/H/C/003983	7.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.3 ml (25 mg/ml)	4 (1 x 4) pre-filled pens + 4 (4 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/058	EMEA/H/C/003983	7.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.3 ml (25 mg/ml)	12 (3 x 4) pre-filled pens + 12 (12 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/059	EMEA/H/C/003983	10 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.4 ml (25 mg/ml)	4 (1 x 4) pre-filled pens + 4 (4 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/060	EMEA/H/C/003983	10 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.4 ml (25 mg/ml)	12 (3 x 4) pre-filled pens + 12 (12 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/061	EMEA/H/C/003983	12.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (25 mg/ml)	4 (1 x 4) pre-filled pens + 4 (4 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/062	EMEA/H/C/003983	12.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.5 ml (25 mg/ml)	12 (3 x 4) pre-filled pens + 12 (12 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/063	EMEA/H/C/003983	15 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.6 ml (25 mg/ml)	4 (1 x 4) pre-filled pens + 4 (4 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/064	EMEA/H/C/003983	15 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.6 ml (25 mg/ml)	12 (3 x 4) pre-filled pens + 12 (12 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/065	EMEA/H/C/003983	17.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.7 ml (25 mg/ml)	4 (1 x 4) pre-filled pens + 4 (4 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/066	EMEA/H/C/003983	17.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.7 ml (25 mg/ml)	12 (3 x 4) pre-filled pens + 12 (12 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/067	EMEA/H/C/003983	20 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.8 ml (25 mg/ml)	4 (1 x 4) pre-filled pens + 4 (4 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/068	EMEA/H/C/003983	20 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.8 ml (25 mg/ml)	12 (3 x 4) pre-filled pens + 12 (12 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/069	EMEA/H/C/003983	22.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.9 ml (25 mg/ml)	4 (1 x 4) pre-filled pens + 4 (4 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/070	EMEA/H/C/003983	22.5 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.9 ml (25 mg/ml)	12 (3 x 4) pre-filled pens + 12 (12 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/071	EMEA/H/C/003983	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	1 ml (25 mg/ml)	4 (1 x 4) pre-filled pens + 4 (4 x 1) swabs (multipack)	Nordimet
EU/1/16/1124/072	EMEA/H/C/003983	25 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	1 ml (25 mg/ml)	12 (3 x 4) pre-filled pens + 12 (12 x 1) swabs (multipack)	Nordimet
