ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/10/648/001	40167850	amlodipine 5 MG / telmisartan 40 MG Oral Tablet [Twynsta]	876528	EXACT			2025-12-04
EU/1/10/648/002	40167850	amlodipine 5 MG / telmisartan 40 MG Oral Tablet [Twynsta]	876528	EXACT			2025-12-04
EU/1/10/648/003	40167850	amlodipine 5 MG / telmisartan 40 MG Oral Tablet [Twynsta]	876528	EXACT			2025-12-04
EU/1/10/648/004	40167850	amlodipine 5 MG / telmisartan 40 MG Oral Tablet [Twynsta]	876528	EXACT			2025-12-04
EU/1/10/648/005	40167850	amlodipine 5 MG / telmisartan 40 MG Oral Tablet [Twynsta]	876528	EXACT			2025-12-04
EU/1/10/648/006	40167850	amlodipine 5 MG / telmisartan 40 MG Oral Tablet [Twynsta]	876528	EXACT			2025-12-04
EU/1/10/648/007	40167850	amlodipine 5 MG / telmisartan 40 MG Oral Tablet [Twynsta]	876528	EXACT			2025-12-04
EU/1/10/648/008	40167844	amlodipine 10 MG / telmisartan 40 MG Oral Tablet [Twynsta]	876518	EXACT			2025-12-04
EU/1/10/648/009	40167844	amlodipine 10 MG / telmisartan 40 MG Oral Tablet [Twynsta]	876518	EXACT			2025-12-04
EU/1/10/648/010	40167844	amlodipine 10 MG / telmisartan 40 MG Oral Tablet [Twynsta]	876518	EXACT			2025-12-04
EU/1/10/648/011	40167844	amlodipine 10 MG / telmisartan 40 MG Oral Tablet [Twynsta]	876518	EXACT			2025-12-04
EU/1/10/648/012	40167844	amlodipine 10 MG / telmisartan 40 MG Oral Tablet [Twynsta]	876518	EXACT			2025-12-04
EU/1/10/648/013	40167844	amlodipine 10 MG / telmisartan 40 MG Oral Tablet [Twynsta]	876518	EXACT			2025-12-04
EU/1/10/648/014	40167844	amlodipine 10 MG / telmisartan 40 MG Oral Tablet [Twynsta]	876518	EXACT			2025-12-04
EU/1/10/648/015	40167853	amlodipine 5 MG / telmisartan 80 MG Oral Tablet [Twynsta]	876533	EXACT			2025-12-04
EU/1/10/648/016	40167853	amlodipine 5 MG / telmisartan 80 MG Oral Tablet [Twynsta]	876533	EXACT			2025-12-04
EU/1/10/648/017	40167853	amlodipine 5 MG / telmisartan 80 MG Oral Tablet [Twynsta]	876533	EXACT			2025-12-04
EU/1/10/648/018	40167853	amlodipine 5 MG / telmisartan 80 MG Oral Tablet [Twynsta]	876533	EXACT			2025-12-04
EU/1/10/648/019	40167853	amlodipine 5 MG / telmisartan 80 MG Oral Tablet [Twynsta]	876533	EXACT			2025-12-04
EU/1/10/648/020	40167853	amlodipine 5 MG / telmisartan 80 MG Oral Tablet [Twynsta]	876533	EXACT			2025-12-04
EU/1/10/648/021	40167853	amlodipine 5 MG / telmisartan 80 MG Oral Tablet [Twynsta]	876533	EXACT			2025-12-04
EU/1/10/648/022	40167847	amlodipine 10 MG / telmisartan 80 MG Oral Tablet [Twynsta]	876523	EXACT			2025-12-04
EU/1/10/648/023	40167847	amlodipine 10 MG / telmisartan 80 MG Oral Tablet [Twynsta]	876523	EXACT			2025-12-04
EU/1/10/648/024	40167847	amlodipine 10 MG / telmisartan 80 MG Oral Tablet [Twynsta]	876523	EXACT			2025-12-04
EU/1/10/648/025	40167847	amlodipine 10 MG / telmisartan 80 MG Oral Tablet [Twynsta]	876523	EXACT			2025-12-04
EU/1/10/648/026	40167847	amlodipine 10 MG / telmisartan 80 MG Oral Tablet [Twynsta]	876523	EXACT			2025-12-04
EU/1/10/648/027	40167847	amlodipine 10 MG / telmisartan 80 MG Oral Tablet [Twynsta]	876523	EXACT			2025-12-04
EU/1/10/648/028	40167847	amlodipine 10 MG / telmisartan 80 MG Oral Tablet [Twynsta]	876523	EXACT			2025-12-04
