cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
650327	66406	IMIGRAN NEO 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Sumatriptán 50 mg comprimido	50 mg	Blister	4	comprimido	SUMATRIPTAN SUCCINATO 50 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N02CC01 - Sumatriptan	GLAXOSMITHKLINE S.A.	0	0	0
650414	66453	SUMATRIPTAN SANDOZ 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Sumatriptán 50 mg comprimido	50 mg	Blister	4	comprimido	SUMATRIPTAN SUCCINATO 50 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N02CC01 - Sumatriptan	SANDOZ FARMACEUTICA S.A.	0	0	0
658821	68658	SUMATRIPTAN UR 50 mg COMPRIMIDOS EFG	Sumatriptán 50 mg comprimido	50 mg	Blister	4	comprimido	SUMATRIPTAN SUCCINATO 50 mg	VÍA ORAL	COMPRIMIDO	N02CC01 - Sumatriptan	ARISTO PHARMA IBERIA S.L.	0	0	0
658923	68727	SUMATRIPTAN TEVA 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Sumatriptán 50 mg comprimido	50 mg	Blister	4	comprimido	SUMATRIPTAN SUCCINATO 50 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N02CC01 - Sumatriptan	TEVA PHARMA S.L.U.	0	0	0
661130	69893	SUMATRIPTAN AUROVITAS 50 mg COMPRIMIDOS EFG	Sumatriptán 50 mg comprimido	50 mg	Blister	4	comprimido	SUMATRIPTAN SUCCINATO 50 mg	VÍA ORAL	COMPRIMIDO	N02CC01 - Sumatriptan	AUROVITAS SPAIN, S.A.U.	0	0	0
661131	69894	SUMATRIPTAN AUROBINDO 100 mg COMPRIMIDOS EFG	Sumatriptán 100 mg comprimido	100 mg	Blister	4	comprimido	SUMATRIPTAN SUCCINATO 100 mg	VÍA ORAL	COMPRIMIDO	N02CC01 - Sumatriptan	LABORATORIOS AUROBINDO S.L.U.	0	0	0
669515	61630	IMIGRAN 20 mg SOLUCION PARA PULVERIZACION NASAL.	Sumatriptán 20 mg/dosis producto uso nasal	20 mg/dosis	Envase pulverizador	2	pulverización nasal	SUMATRIPTAN 20 mg	VÍA NASAL	SOLUCION PARA PULVERIZACION NASAL	N02CC01 - Sumatriptan	GLAXOSMITHKLINE S.A.	0	0	0
669523	61629	IMIGRAN 10 mg SOLUCION PARA PULVERIZACION NASAL.	Sumatriptán 10 mg/dosis producto uso nasal	10 mg/dosis	Envase pulverizador	2	pulverización nasal	SUMATRIPTAN 10 mg	VÍA NASAL	SOLUCION PARA PULVERIZACION NASAL	N02CC01 - Sumatriptan	GLAXOSMITHKLINE S.A.	0	0	0
670482	71178	SUMATRIPTAN VIATRIS 50 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Sumatriptán 50 mg comprimido	50 mg	Blister	4	comprimido	SUMATRIPTAN SUCCINATO 50 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N02CC01 - Sumatriptan	VIATRIS LIMITED	0	0	0
670923	71487	SUMATRIPTAN BLUEFISH 50 mg COMPRIMIDOS EFG	Sumatriptán 50 mg comprimido	50 mg	Blister	4	comprimido	SUMATRIPTAN SUCCINATO 50 mg	VÍA ORAL	COMPRIMIDO	N02CC01 - Sumatriptan	BLUEFISH PHARMACEUTICALS AB (PUBL)	0	0	0
