ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/98/096/001	1341176	temozolomide 5 MG Oral Capsule	313211	EXACT			2025-12-04
EU/1/98/096/002	1341176	temozolomide 5 MG Oral Capsule	313211	EXACT			2025-12-04
EU/1/98/096/003	19079716	temozolomide 20 MG Oral Capsule	313209	EXACT			2025-12-04
EU/1/98/096/004	19079716	temozolomide 20 MG Oral Capsule	313209	EXACT			2025-12-04
EU/1/98/096/005	19082374	temozolomide 100 MG Oral Capsule	317160	EXACT			2025-12-04
EU/1/98/096/006	19082374	temozolomide 100 MG Oral Capsule	317160	EXACT			2025-12-04
EU/1/98/096/007	19079717	temozolomide 250 MG Oral Capsule	313210	EXACT			2025-12-04
EU/1/98/096/008	19079717	temozolomide 250 MG Oral Capsule	313210	EXACT			2025-12-04
EU/1/98/096/009	19125745	temozolomide 140 MG Oral Capsule	700883	EXACT			2025-12-04
EU/1/98/096/010	19125745	temozolomide 140 MG Oral Capsule	700883	EXACT			2025-12-04
EU/1/98/096/011	19125747	temozolomide 180 MG Oral Capsule	700885	EXACT			2025-12-04
EU/1/98/096/012	19125747	temozolomide 180 MG Oral Capsule	700885	EXACT			2025-12-04
EU/1/98/096/013	19079716	temozolomide 20 MG Oral Capsule	313209	EXACT			2025-12-04
EU/1/98/096/014	19079716	temozolomide 20 MG Oral Capsule	313209	EXACT			2025-12-04
EU/1/98/096/015	19082374	temozolomide 100 MG Oral Capsule	317160	EXACT			2025-12-04
EU/1/98/096/016	19082374	temozolomide 100 MG Oral Capsule	317160	EXACT			2025-12-04
EU/1/98/096/017	19125745	temozolomide 140 MG Oral Capsule	700883	EXACT			2025-12-04
EU/1/98/096/018	19125745	temozolomide 140 MG Oral Capsule	700883	EXACT			2025-12-04
EU/1/98/096/019	19125747	temozolomide 180 MG Oral Capsule	700885	EXACT			2025-12-04
EU/1/98/096/020	19125747	temozolomide 180 MG Oral Capsule	700885	EXACT			2025-12-04
EU/1/98/096/021	19079717	temozolomide 250 MG Oral Capsule	313210	EXACT			2025-12-04
EU/1/98/096/022	19079717	temozolomide 250 MG Oral Capsule	313210	EXACT			2025-12-04
EU/1/98/096/023	1341209	temozolomide 100 MG Injection	835945	EXACT			2025-12-04
EU/1/98/096/024	1341176	temozolomide 5 MG Oral Capsule	313211	EXACT			2025-12-04
EU/1/98/096/025	1341176	temozolomide 5 MG Oral Capsule	313211	EXACT			2025-12-04
