ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/12/753/001	43012144	1 ML pasireotide 0.3 MG/ML Injection [Signifor]	1364114	EXACT			2025-12-04
EU/1/12/753/002	43012144	1 ML pasireotide 0.3 MG/ML Injection [Signifor]	1364114	EXACT			2025-12-04
EU/1/12/753/003	43012144	1 ML pasireotide 0.3 MG/ML Injection [Signifor]	1364114	EXACT			2025-12-04
EU/1/12/753/004	43012144	1 ML pasireotide 0.3 MG/ML Injection [Signifor]	1364114	EXACT			2025-12-04
EU/1/12/753/005	43012146	1 ML pasireotide 0.6 MG/ML Injection [Signifor]	1364118	EXACT			2025-12-04
EU/1/12/753/006	43012146	1 ML pasireotide 0.6 MG/ML Injection [Signifor]	1364118	EXACT			2025-12-04
EU/1/12/753/007	43012146	1 ML pasireotide 0.6 MG/ML Injection [Signifor]	1364118	EXACT			2025-12-04
EU/1/12/753/008	43012146	1 ML pasireotide 0.6 MG/ML Injection [Signifor]	1364118	EXACT			2025-12-04
EU/1/12/753/009	43012148	1 ML pasireotide 0.9 MG/ML Injection [Signifor]	1364122	EXACT			2025-12-04
EU/1/12/753/010	43012148	1 ML pasireotide 0.9 MG/ML Injection [Signifor]	1364122	EXACT			2025-12-04
EU/1/12/753/011	43012148	1 ML pasireotide 0.9 MG/ML Injection [Signifor]	1364122	EXACT			2025-12-04
EU/1/12/753/012	43012148	1 ML pasireotide 0.9 MG/ML Injection [Signifor]	1364122	EXACT			2025-12-04
EU/1/12/753/013	45892592	pasireotide 20 MG Injection [Signifor]	1597599	EXACT			2025-12-04
EU/1/12/753/014	45892596	pasireotide 40 MG Injection [Signifor]	1597603	EXACT			2025-12-04
EU/1/12/753/015	45892596	pasireotide 40 MG Injection [Signifor]	1597603	EXACT			2025-12-04
EU/1/12/753/016	45892626	pasireotide 60 MG Injection [Signifor]	1597822	EXACT			2025-12-04
EU/1/12/753/017	45892626	pasireotide 60 MG Injection [Signifor]	1597822	EXACT			2025-12-04
EU/1/12/753/018	1560102	pasireotide 10 MG Injection [Signifor]	2049736	EXACT			2025-12-04
EU/1/12/753/019	1560098	pasireotide 30 MG Injection [Signifor]	2049732	EXACT			2025-12-04
