codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
050973015	050973	1301885	omaveloxolone 50 MG Oral Capsule [Skyclarys]	2631942	EXACT	auto-linked from EMA 006084		2026-06-12
