product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
EU/1/25/1985/001	Degevma	EU/1/25/1985/001	17-NOV-25	EMEA/H/C/006239	120 mg	Solution for injection	120 mg/1,7 ml	Carton box, Glass vial, N1	1
EU/1/25/1985/002	Degevma	EU/1/25/1985/002	17-NOV-25	EMEA/H/C/006239	120 mg	Solution for injection	120 mg/1,7 ml	Carton box, Glass vial, N3	3
