ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/14/913/001	EMEA/H/C/002713	18.5 mg	Film-coated tablet	Oral use	blister (alu/alu)		14 x 1 tablets (unit dose)	Latuda
EU/1/14/913/002	EMEA/H/C/002713	18.5 mg	Film-coated tablet	Oral use	blister (alu/alu)		28 x 1 tablets (unit dose)	Latuda
EU/1/14/913/003	EMEA/H/C/002713	18.5 mg	Film-coated tablet	Oral use	blister (alu/alu)		30 x 1 tablets (unit dose)	Latuda
EU/1/14/913/004	EMEA/H/C/002713	18.5 mg	Film-coated tablet	Oral use	blister (alu/alu)		56 x 1 tablets (unit dose)	Latuda
EU/1/14/913/005	EMEA/H/C/002713	18.5 mg	Film-coated tablet	Oral use	blister (alu/alu)		60 x 1 tablets (unit dose)	Latuda
EU/1/14/913/006	EMEA/H/C/002713	18.5 mg	Film-coated tablet	Oral use	blister (alu/alu)		90 x 1 tablets (unit dose)	Latuda
EU/1/14/913/007	EMEA/H/C/002713	18.5 mg	Film-coated tablet	Oral use	blister (alu/alu)		98 x 1 tablets (unit dose)	Latuda
EU/1/14/913/008	EMEA/H/C/002713	37 mg	Film-coated tablet	Oral use	blister (alu/alu)		14 x 1 tablets (unit dose)	Latuda
EU/1/14/913/009	EMEA/H/C/002713	37 mg	Film-coated tablet	Oral use	blister (alu/alu)		28 x 1 tablets (unit dose)	Latuda
EU/1/14/913/010	EMEA/H/C/002713	37 mg	Film-coated tablet	Oral use	blister (alu/alu)		30 x 1 tablets (unit dose)	Latuda
EU/1/14/913/011	EMEA/H/C/002713	37 mg	Film-coated tablet	Oral use	blister (alu/alu)		56 x 1 tablets (unit dose)	Latuda
EU/1/14/913/012	EMEA/H/C/002713	37 mg	Film-coated tablet	Oral use	blister (alu/alu)		60 x 1 tablets (unit dose)	Latuda
EU/1/14/913/013	EMEA/H/C/002713	37 mg	Film-coated tablet	Oral use	blister (alu/alu)		90 x 1 tablets (unit dose)	Latuda
EU/1/14/913/014	EMEA/H/C/002713	37 mg	Film-coated tablet	Oral use	blister (alu/alu)		98 x 1 tablets (unit dose)	Latuda
EU/1/14/913/015	EMEA/H/C/002713	74 mg	Film-coated tablet	Oral use	blister (alu/alu)		14 x 1 tablets (unit dose)	Latuda
EU/1/14/913/016	EMEA/H/C/002713	74 mg	Film-coated tablet	Oral use	blister (alu/alu)		28 x 1 tablets (unit dose)	Latuda
EU/1/14/913/017	EMEA/H/C/002713	74 mg	Film-coated tablet	Oral use	blister (alu/alu)		30 x 1 tablets (unit dose)	Latuda
EU/1/14/913/018	EMEA/H/C/002713	74 mg	Film-coated tablet	Oral use	blister (alu/alu)		56 x 1 tablets (unit dose)	Latuda
EU/1/14/913/019	EMEA/H/C/002713	74 mg	Film-coated tablet	Oral use	blister (alu/alu)		60 x 1 tablets (unit dose)	Latuda
EU/1/14/913/020	EMEA/H/C/002713	74 mg	Film-coated tablet	Oral use	blister (alu/alu)		90 x 1 tablets (unit dose)	Latuda
EU/1/14/913/021	EMEA/H/C/002713	74 mg	Film-coated tablet	Oral use	blister (alu/alu)		98 x 1 tablets (unit dose)	Latuda
