codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
049039011	049039	40241531	3 ML icatibant 10 MG/ML Prefilled Syringe	1148141	EXACT	auto-linked from EMA 005083		2026-06-12
049039023	049039	40241531	3 ML icatibant 10 MG/ML Prefilled Syringe	1148141	EXACT	auto-linked from EMA 005083		2026-06-12
049045014	049045	40241531	3 ML icatibant 10 MG/ML Prefilled Syringe	1148141	EXACT	auto-linked from EMA 005083		2026-06-12
049045026	049045	40241531	3 ML icatibant 10 MG/ML Prefilled Syringe	1148141	EXACT	auto-linked from EMA 005083		2026-06-12
049046016	049046	40241531	3 ML icatibant 10 MG/ML Prefilled Syringe	1148141	EXACT	auto-linked from EMA 005083		2026-06-12
049046028	049046	40241531	3 ML icatibant 10 MG/ML Prefilled Syringe	1148141	EXACT	auto-linked from EMA 005083		2026-06-12
049047018	049047	40241531	3 ML icatibant 10 MG/ML Prefilled Syringe	1148141	EXACT	auto-linked from EMA 005083		2026-06-12
049047020	049047	40241531	3 ML icatibant 10 MG/ML Prefilled Syringe	1148141	EXACT	auto-linked from EMA 005083		2026-06-12
049609011	049609	40241531	3 ML icatibant 10 MG/ML Prefilled Syringe	1148141	EXACT	auto-linked from EMA 005083		2026-06-12
049609023	049609	40241531	3 ML icatibant 10 MG/ML Prefilled Syringe	1148141	EXACT	auto-linked from EMA 005083		2026-06-12
049743014	049743	40241531	3 ML icatibant 10 MG/ML Prefilled Syringe	1148141	EXACT	auto-linked from EMA 005083		2026-06-12
049743026	049743	40241531	3 ML icatibant 10 MG/ML Prefilled Syringe	1148141	EXACT	auto-linked from EMA 005083		2026-06-12
049824016	049824	40241531	3 ML icatibant 10 MG/ML Prefilled Syringe	1148141	EXACT	auto-linked from EMA 005083		2026-06-12
049824028	049824	40241531	3 ML icatibant 10 MG/ML Prefilled Syringe	1148141	EXACT	auto-linked from EMA 005083		2026-06-12
