ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/22/1693/001	EMEA/H/C/005960	14 mg	Film-coated tablet	Oral use	blister (alu/alu)	28 tablets		teriflunomide-accord	Teriflunomide Accord	EU/1/22/1693	teriflunomide	teriflunomide	L04AA31	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/teriflunomide-accord	Authorised
EU/1/22/1693/002	EMEA/H/C/005960	14 mg	Film-coated tablet	Oral use	blister (alu/alu)	28 x 1 tablets (unit dose)		teriflunomide-accord	Teriflunomide Accord	EU/1/22/1693	teriflunomide	teriflunomide	L04AA31	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/teriflunomide-accord	Authorised
EU/1/22/1693/003	EMEA/H/C/005960	14 mg	Film-coated tablet	Oral use	blister (alu/alu)	84 tablets		teriflunomide-accord	Teriflunomide Accord	EU/1/22/1693	teriflunomide	teriflunomide	L04AA31	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/teriflunomide-accord	Authorised
EU/1/22/1693/004	EMEA/H/C/005960	14 mg	Film-coated tablet	Oral use	blister (alu/alu)	84 x 1 tablets (unit dose)		teriflunomide-accord	Teriflunomide Accord	EU/1/22/1693	teriflunomide	teriflunomide	L04AA31	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/teriflunomide-accord	Authorised
EU/1/22/1693/005	EMEA/H/C/005960	7 mg	Film-coated tablet	Oral use	blister (alu/alu)	14 tablets		teriflunomide-accord	Teriflunomide Accord	EU/1/22/1693	teriflunomide	teriflunomide	L04AA31	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/teriflunomide-accord	Authorised
EU/1/22/1693/006	EMEA/H/C/005960	7 mg	Film-coated tablet	Oral use	blister (alu/alu)	14 x 1 tablets (unit dose)		teriflunomide-accord	Teriflunomide Accord	EU/1/22/1693	teriflunomide	teriflunomide	L04AA31	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/teriflunomide-accord	Authorised
EU/1/22/1693/007	EMEA/H/C/005960	7 mg	Film-coated tablet	Oral use	blister (alu/alu)	28 tablets		teriflunomide-accord	Teriflunomide Accord	EU/1/22/1693	teriflunomide	teriflunomide	L04AA31	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/teriflunomide-accord	Authorised
EU/1/22/1693/008	EMEA/H/C/005960	7 mg	Film-coated tablet	Oral use	blister (alu/alu)	28 x 1 tablets (unit dose)		teriflunomide-accord	Teriflunomide Accord	EU/1/22/1693	teriflunomide	teriflunomide	L04AA31	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/teriflunomide-accord	Authorised
EU/1/22/1693/009	EMEA/H/C/005960	7 mg	Film-coated tablet	Oral use	blister (alu/alu)	84 tablets		teriflunomide-accord	Teriflunomide Accord	EU/1/22/1693	teriflunomide	teriflunomide	L04AA31	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/teriflunomide-accord	Authorised
EU/1/22/1693/010	EMEA/H/C/005960	7 mg	Film-coated tablet	Oral use	blister (alu/alu)	84 x 1 tablets (unit dose)		teriflunomide-accord	Teriflunomide Accord	EU/1/22/1693	teriflunomide	teriflunomide	L04AA31	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/teriflunomide-accord	Authorised
EU/1/22/1693/011	EMEA/H/C/005960	7 mg	Film-coated tablet	Oral use	blister (alu/alu)	98 tablets		teriflunomide-accord	Teriflunomide Accord	EU/1/22/1693	teriflunomide	teriflunomide	L04AA31	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/teriflunomide-accord	Authorised
EU/1/22/1693/012	EMEA/H/C/005960	7 mg	Film-coated tablet	Oral use	blister (alu/alu)	98 x 1 tablets (unit dose)		teriflunomide-accord	Teriflunomide Accord	EU/1/22/1693	teriflunomide	teriflunomide	L04AA31	Accord Healthcare S.L.U.	https://www.ema.europa.eu/en/medicines/human/EPAR/teriflunomide-accord	Authorised
