cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
729738	1201479002	CALQUENCE 100 MG CAPSULAS DURAS	Acalabrutinib 100 mg cápsula	100 mg	Blister	60	cápsula	ACALABRUTINIB 100 mg	VÍA ORAL	CÁPSULA DURA	L01EL02 - Acalabrutinib	ASTRAZENECA AB	0	0	0
762959	1201479004	CALQUENCE 100 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Acalabrutinib 100 mg comprimido	100 mg	Blister	60	comprimido	ACALABRUTINIB MALEATO 100 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	L01EL02 - Acalabrutinib	ASTRAZENECA AB	0	0	0
