ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/11/728/001	40165161	pramipexole dihydrochloride 0.125 MG Oral Tablet	859033	EXACT			2025-12-04
EU/1/11/728/002	40165161	pramipexole dihydrochloride 0.125 MG Oral Tablet	859033	EXACT			2025-12-04
EU/1/11/728/003	40165165	pramipexole dihydrochloride 0.25 MG Oral Tablet	859040	EXACT			2025-12-04
EU/1/11/728/004	40165165	pramipexole dihydrochloride 0.25 MG Oral Tablet	859040	EXACT			2025-12-04
EU/1/11/728/005	40165169	pramipexole dihydrochloride 0.5 MG Oral Tablet	859044	EXACT			2025-12-04
EU/1/11/728/006	40165169	pramipexole dihydrochloride 0.5 MG Oral Tablet	859044	EXACT			2025-12-04
EU/1/11/728/007	40165177	pramipexole dihydrochloride 1 MG Oral Tablet	859052	EXACT			2025-12-04
EU/1/11/728/008	40165177	pramipexole dihydrochloride 1 MG Oral Tablet	859052	EXACT			2025-12-04
EU/1/11/728/009	40165181	pramipexole dihydrochloride 1.5 MG Oral Tablet	859048	EXACT			2025-12-04
EU/1/11/728/010	40165181	pramipexole dihydrochloride 1.5 MG Oral Tablet	859048	EXACT			2025-12-04
