ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/96/007/002	EMEA/H/C/000088	100 U/ml	Solution for injection	Intravenous use, Subcutaneous use	vial (glass)	10 ml (3.5 mg/ml)	1 vial	Humalog
EU/1/96/007/004	EMEA/H/C/000088	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass)	3 ml (3.5 mg/ml)	5 cartridges	Humalog
EU/1/96/007/005	EMEA/H/C/000088	100 U/ml	Suspension for injection	Subcutaneous use	vial (glass)	10 ml (3.5 mg/ml)	1 vial	Humalog Mix25
EU/1/96/007/006	EMEA/H/C/000088	100 U/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml (3.5 mg/ml)	5 cartridges	Humalog Mix50
EU/1/96/007/008	EMEA/H/C/000088	100 U/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml (3.5 mg/ml)	5 cartridges	Humalog Mix25
EU/1/96/007/020	EMEA/H/C/000088	100 U/ml	Solution for injection	Intravenous use, Subcutaneous use	vial (glass)	10 ml (3.5 mg/ml)	2 vials	Humalog
EU/1/96/007/021	EMEA/H/C/000088	100 U/ml	Solution for injection	Intravenous use, Subcutaneous use	vial (glass)	10 ml (3.5 mg/ml)	5 (5 x 1) vial (multipack)	Humalog
EU/1/96/007/023	EMEA/H/C/000088	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass)	3 ml (3.5 mg/ml)	10 cartridges	Humalog
EU/1/96/007/024	EMEA/H/C/000088	100 U/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml (3.5 mg/ml)	10 cartridges	Humalog Mix25
EU/1/96/007/025	EMEA/H/C/000088	100 U/ml	Suspension for injection	Subcutaneous use	cartridge (glass)	3 ml (3.5 mg/ml)	10 cartridges	Humalog Mix50
EU/1/96/007/031	EMEA/H/C/000088	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (3.5 mg/ml)	5 pre-filled pens	Humalog KwikPen
EU/1/96/007/032	EMEA/H/C/000088	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (3.5 mg/ml)	10 (2 x 5) pre-filled pens (multipack)	Humalog KwikPen
EU/1/96/007/033	EMEA/H/C/000088	100 U/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (3.5 mg/ml)	5 pre-filled pens	Humalog Mix25 KwikPen
EU/1/96/007/034	EMEA/H/C/000088	100 U/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (3.5 mg/ml)	10 (2 x 5) pre-filled pens (multipack)	Humalog Mix25 KwikPen
EU/1/96/007/035	EMEA/H/C/000088	100 U/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (3.5 mg/ml)	5 pre-filled pens	Humalog Mix50 KwikPen
EU/1/96/007/036	EMEA/H/C/000088	100 U/ml	Suspension for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (3.5 mg/ml)	10 (2 x 5) pre-filled pens (multipack)	Humalog Mix50 KwikPen
EU/1/96/007/039	EMEA/H/C/000088	200 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (6.9 mg/ml)	1 pre-filled pen	Humalog KwikPen
EU/1/96/007/040	EMEA/H/C/000088	200 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (6.9 mg/ml)	2 pre-filled pens	Humalog KwikPen
EU/1/96/007/041	EMEA/H/C/000088	200 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (6.9 mg/ml)	5 pre-filled pens	Humalog KwikPen
EU/1/96/007/042	EMEA/H/C/000088	200 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (6.9 mg/ml)	10 (2 x 5) pre-filled pens (multipack)	Humalog KwikPen
EU/1/96/007/043	EMEA/H/C/000088	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (3.5 mg/ml)	1 pre-filled pen	Humalog Junior KwikPen
EU/1/96/007/044	EMEA/H/C/000088	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (3.5 mg/ml)	5 pre-filled pens	Humalog Junior KwikPen
EU/1/96/007/045	EMEA/H/C/000088	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (3.5 mg/ml)	10 (2 x 5) pre-filled pens (multipack)	Humalog Junior KwikPen
EU/1/96/007/046	EMEA/H/C/000088	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (3.5 mg/ml)	5 pre-filled pens	Humalog Tempo Pen
EU/1/96/007/047	EMEA/H/C/000088	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen	3 ml (3.5 mg/ml)	10 (2 x 5) pre-filled pens (multipack)	Humalog Tempo Pen
