ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/20/1422/001	EMEA/H/C/005037	100 U/ml	Solution for injection	Intravenous use, Subcutaneous use	vial (glass)	10 ml (3.5 mg/ml)	1 vial	Lyumjev
EU/1/20/1422/002	EMEA/H/C/005037	100 U/ml	Solution for injection	Intravenous use, Subcutaneous use	vial (glass)	10 ml (3.5 mg/ml)	2 vials	Lyumjev
EU/1/20/1422/003	EMEA/H/C/005037	100 U/ml	Solution for injection	Intravenous use, Subcutaneous use	vial (glass)	10 ml (3.5 mg/ml)	5 (5 x 1) vials (multipack)	Lyumjev
EU/1/20/1422/004	EMEA/H/C/005037	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass)	3 ml (3.5 mg/ml)	2 cartridges	Lyumjev
EU/1/20/1422/005	EMEA/H/C/005037	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass)	3 ml (3.5 mg/ml)	5 cartridges	Lyumjev
EU/1/20/1422/006	EMEA/H/C/005037	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass)	3 ml (3.5 mg/ml)	10 cartridges	Lyumjev
EU/1/20/1422/007	EMEA/H/C/005037	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (Kwikpen)	3 ml (3.5 mg/ml)	2 pre-filled pens	Lyumjev
EU/1/20/1422/008	EMEA/H/C/005037	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (Kwikpen)	3 ml (3.5 mg/ml)	5 pre-filled pens	Lyumjev
EU/1/20/1422/009	EMEA/H/C/005037	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (Kwikpen)	3 ml (3.5 mg/ml)	10 (2 x 5) pre-filled pens (multipack)	Lyumjev
EU/1/20/1422/010	EMEA/H/C/005037	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (Junior Kwikpen)	3 ml (3.5 mg/ml)	2 pre-filled pens	Lyumjev
EU/1/20/1422/011	EMEA/H/C/005037	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (Junior Kwikpen)	3 ml (3.5 mg/ml)	5 pre-filled pens	Lyumjev
EU/1/20/1422/012	EMEA/H/C/005037	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (Junior Kwikpen)	3 ml (3.5 mg/ml)	10 (2 x 5) pre-filled pens (multipack)	Lyumjev
EU/1/20/1422/013	EMEA/H/C/005037	200 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (Kwikpen)	3 ml (6.9 mg/ml)	2 pre-filled pens	Lyumjev
EU/1/20/1422/014	EMEA/H/C/005037	200 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (Kwikpen)	3 ml (6.9 mg/ml)	5 pre-filled pens	Lyumjev
EU/1/20/1422/015	EMEA/H/C/005037	200 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (Kwikpen)	3 ml (6.9 mg/ml)	10 (2 x 5) pre-filled pens (multipack)	Lyumjev
EU/1/20/1422/016	EMEA/H/C/005037	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (Tempo pen)	3 ml (3.5 mg/ml)	5 pre-filled pens	Lyumjev
EU/1/20/1422/017	EMEA/H/C/005037	100 U/ml	Solution for injection	Subcutaneous use	cartridge (glass) in pre-filled pen (Tempo pen)	3 ml (3.5 mg/ml)	10 (2 x 5) pre-filled pens (multipack)	Lyumjev
