ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/08/456/001	EMEA/H/C/000862	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	14 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/002	EMEA/H/C/000862	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	28 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/003	EMEA/H/C/000862	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	56 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/004	EMEA/H/C/000862	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	112 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/005	EMEA/H/C/000862	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	168 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/006	EMEA/H/C/000862	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	196 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/007	EMEA/H/C/000862	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	50 x 1 tablets (unit dose)		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/008	EMEA/H/C/000862	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	14 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/009	EMEA/H/C/000862	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	28 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/010	EMEA/H/C/000862	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	56 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/011	EMEA/H/C/000862	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	112 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/012	EMEA/H/C/000862	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	168 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/013	EMEA/H/C/000862	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	196 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/014	EMEA/H/C/000862	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	50 x 1 tablets (unit dose)		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/015	EMEA/H/C/000862	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	196 (2 x 98) tablets (multipack)		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/016	EMEA/H/C/000862	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	196 (2 x 98) tablets (multipack)		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/017	EMEA/H/C/000862	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	168 (2 x 84) tablets (multipack)		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/018	EMEA/H/C/000862	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	168 (2 x 84) tablets (multipack)		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/019	EMEA/H/C/000862	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	60 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/020	EMEA/H/C/000862	50 mg / 850 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	180 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/021	EMEA/H/C/000862	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	60 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
EU/1/08/456/022	EMEA/H/C/000862	50 mg / 1000 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVDC/alu)	180 tablets		velmetia	Velmetia	EU/1/08/456	sitagliptin;metformin hydrochloride	sitagliptin;metformin	A10BD07	Merck Sharp & Dohme B.V.	https://www.ema.europa.eu/en/medicines/human/EPAR/velmetia	Authorised
