ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/97/030/028	19078555	insulin, regular, human 100 UNT/ML Injectable Solution	311034	EXACT			2025-12-04
EU/1/97/030/029	19078555	insulin, regular, human 100 UNT/ML Injectable Solution	311034	EXACT			2025-12-04
EU/1/97/030/030	37499744	3 ML insulin, regular, human 100 UNT/ML Pen Injector	2206090	NARROW			2025-12-04
EU/1/97/030/031	19061542	insulin, regular, human 40 UNT/ML Injectable Solution	249026	EXACT			2025-12-04
EU/1/97/030/032	19061542	insulin, regular, human 40 UNT/ML Injectable Solution	249026	EXACT			2025-12-04
EU/1/97/030/033	19078552	insulin isophane, human 100 UNT/ML Injectable Suspension	311028	EXACT			2025-12-04
EU/1/97/030/034	19078552	insulin isophane, human 100 UNT/ML Injectable Suspension	311028	EXACT			2025-12-04
EU/1/97/030/035	43518238	3 ML insulin, isophane 100 UNT/ML Cartridge	OMOP2805353	EXACT			2025-12-04
EU/1/97/030/036	1596932	insulin isophane, human 40 UNT/ML Injectable Suspension	248648	EXACT			2025-12-04
EU/1/97/030/037	1596932	insulin isophane, human 40 UNT/ML Injectable Suspension	248648	EXACT			2025-12-04
EU/1/97/030/038	1596917	insulin isophane, human 85 UNT/ML / insulin, regular, human 15 UNT/ML Injectable Suspension	245264	EXACT			2025-12-04
EU/1/97/030/039	1596917	insulin isophane, human 85 UNT/ML / insulin, regular, human 15 UNT/ML Injectable Suspension	245264	EXACT			2025-12-04
EU/1/97/030/040	41349409	3 ML insulin, isophane 85 UNT/ML / Regular Insulin, Human 15 UNT/ML Prefilled Syringe	OMOP2547371	EXACT			2025-12-04
EU/1/97/030/043	19101876	insulin isophane, human 75 UNT/ML / insulin, regular, human 25 UNT/ML Injectable Suspension	392660	EXACT			2025-12-04
EU/1/97/030/044	19101876	insulin isophane, human 75 UNT/ML / insulin, regular, human 25 UNT/ML Injectable Suspension	392660	EXACT			2025-12-04
EU/1/97/030/045	41347274	3 ML insulin, isophane 75 UNT/ML / Regular Insulin, Human 25 UNT/ML Prefilled Syringe	OMOP2545236	NARROW			2025-12-04
EU/1/97/030/046	19104458	insulin isophane, human 30 UNT/ML / insulin, regular, human 10 UNT/ML Injectable Suspension	415089	EXACT			2025-12-04
