ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/00/157/001	EMEA/H/C/000310	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		1 tablet	Azomyr
EU/1/00/157/002	EMEA/H/C/000310	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		2 tablets	Azomyr
EU/1/00/157/003	EMEA/H/C/000310	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		3 tablets	Azomyr
EU/1/00/157/004	EMEA/H/C/000310	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		5 tablets	Azomyr
EU/1/00/157/005	EMEA/H/C/000310	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		7 tablets	Azomyr
EU/1/00/157/006	EMEA/H/C/000310	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		10 tablets	Azomyr
EU/1/00/157/007	EMEA/H/C/000310	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		14 tablets	Azomyr
EU/1/00/157/008	EMEA/H/C/000310	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		15 tablets	Azomyr
EU/1/00/157/009	EMEA/H/C/000310	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		20 tablets	Azomyr
EU/1/00/157/010	EMEA/H/C/000310	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		21 tablets	Azomyr
EU/1/00/157/011	EMEA/H/C/000310	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		30 tablets	Azomyr
EU/1/00/157/012	EMEA/H/C/000310	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		50 tablets	Azomyr
EU/1/00/157/013	EMEA/H/C/000310	5 mg	Film-coated tablet	Oral use	blister (PVC/PCTFE, alu)		100 tablets	Azomyr
EU/1/00/157/059	EMEA/H/C/000310	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	30 ml	1 bottle	Azomyr
EU/1/00/157/060	EMEA/H/C/000310	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	50 ml	1 bottle	Azomyr
EU/1/00/157/061	EMEA/H/C/000310	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	60 ml	1 bottle	Azomyr
EU/1/00/157/062	EMEA/H/C/000310	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	100 ml	1 bottle	Azomyr
EU/1/00/157/063	EMEA/H/C/000310	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	120 ml	1 bottle	Azomyr
EU/1/00/157/064	EMEA/H/C/000310	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	150 ml	1 bottle	Azomyr
EU/1/00/157/065	EMEA/H/C/000310	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	225 ml	1 bottle	Azomyr
EU/1/00/157/066	EMEA/H/C/000310	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + spoon (plastic)	300 ml	1 bottle	Azomyr
EU/1/00/157/067	EMEA/H/C/000310	0.5 mg/ml	Oral solution	Oral use	bottle (glass) + syringe (plastic)	150 ml	1 bottle	Azomyr
