ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/03/255/001	EMEA/H/C/000474	10 μg/ml	Nebuliser solution	Inhalation use	ampoule (glass)	2 ml (10 µg/ml)	30 ampoules	ventavis	Ventavis	EU/1/03/255	iloprost	iloprost	B01AC11	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis	Authorised
EU/1/03/255/002	EMEA/H/C/000474	10 μg/ml	Nebuliser solution	Inhalation use	ampoule (glass)	2 ml (10 µg/ml)	100 ampoules	ventavis	Ventavis	EU/1/03/255	iloprost	iloprost	B01AC11	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis	Authorised
EU/1/03/255/003	EMEA/H/C/000474	10 μg/ml	Nebuliser solution	Inhalation use	ampoule (glass)	2 ml (10 µg/ml)	300 ampoules	ventavis	Ventavis	EU/1/03/255	iloprost	iloprost	B01AC11	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis	Authorised
EU/1/03/255/004	EMEA/H/C/000474	10 μg/ml	Nebuliser solution	Inhalation use	ampoule (glass)	1 ml (10 µg/ml)	30 ampoules	ventavis	Ventavis	EU/1/03/255	iloprost	iloprost	B01AC11	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis	Authorised
EU/1/03/255/005	EMEA/H/C/000474	10 μg/ml	Nebuliser solution	Inhalation use	ampoule (glass)	1 ml (10 µg/ml)	168 (4 x 42) ampoules (multipack)	ventavis	Ventavis	EU/1/03/255	iloprost	iloprost	B01AC11	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis	Authorised
EU/1/03/255/006	EMEA/H/C/000474	10 μg/ml	Nebuliser solution	Inhalation use	ampoule (glass)	2 ml (10 µg/ml)	90 ampoules	ventavis	Ventavis	EU/1/03/255	iloprost	iloprost	B01AC11	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis	Authorised
EU/1/03/255/007	EMEA/H/C/000474	10 μg/ml	Nebuliser solution	Inhalation use	ampoule (glass)	2 ml (10 µg/ml)	90 (3 x 30) ampoules (multipack)	ventavis	Ventavis	EU/1/03/255	iloprost	iloprost	B01AC11	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis	Authorised
EU/1/03/255/008	EMEA/H/C/000474	10 μg/ml	Nebuliser solution	Inhalation use	ampoule (glass)	2 ml (10 µg/ml)	300 (10 x 30) ampoules (multipack)	ventavis	Ventavis	EU/1/03/255	iloprost	iloprost	B01AC11	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis	Authorised
EU/1/03/255/009	EMEA/H/C/000474	20 μg/ml	Nebuliser solution	Inhalation use	ampoule (glass)	1 ml (20 µg/ml)	30 ampoules	ventavis	Ventavis	EU/1/03/255	iloprost	iloprost	B01AC11	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis	Authorised
EU/1/03/255/010	EMEA/H/C/000474	20 μg/ml	Nebuliser solution	Inhalation use	ampoule (glass)	1 ml (20 µg/ml)	168 (4 x 42) ampoules (multipack)	ventavis	Ventavis	EU/1/03/255	iloprost	iloprost	B01AC11	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis	Authorised
EU/1/03/255/011	EMEA/H/C/000474	10 μg/ml	Nebuliser solution	Inhalation use	ampoule (glass)	1 ml (10 μg/ml)	42 ampoules	ventavis	Ventavis	EU/1/03/255	iloprost	iloprost	B01AC11	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis	Authorised
EU/1/03/255/012	EMEA/H/C/000474	20 μg/ml	Nebuliser solution	Inhalation use	ampoule (glass)	1 ml (20 μg/ml)	42 ampoules	ventavis	Ventavis	EU/1/03/255	iloprost	iloprost	B01AC11	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis	Authorised
EU/1/03/255/013	EMEA/H/C/000474	10 μg/ml	Nebuliser solution	Inhalation use	ampoule (glass)	1 ml (10 μg/ml)	168 (4 x 42) ampoules + co- packed with device consumable set (multipack)	ventavis	Ventavis	EU/1/03/255	iloprost	iloprost	B01AC11	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis	Authorised
EU/1/03/255/014	EMEA/H/C/000474	20 μg/ml	Nebuliser solution	Inhalation use	ampoule (glass)	1 ml (20 μg/ml)	168 (4 x 42) ampoules + co- packed with device consumable set (multipack)	ventavis	Ventavis	EU/1/03/255	iloprost	iloprost	B01AC11	Bayer AG	https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis	Authorised
