codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
037045010	037045	1301596	rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 667000 UNT/ML Oral Suspension [Rotarix]	2627825	EXACT	auto-linked from EMA 000639		2026-06-12
037045022	037045	1301596	rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 667000 UNT/ML Oral Suspension [Rotarix]	2627825	EXACT	auto-linked from EMA 000639		2026-06-12
037045034	037045	1301596	rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 667000 UNT/ML Oral Suspension [Rotarix]	2627825	EXACT	auto-linked from EMA 000639		2026-06-12
037045046	037045	1301596	rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 667000 UNT/ML Oral Suspension [Rotarix]	2627825	EXACT	auto-linked from EMA 000639		2026-06-12
037045059	037045	1301596	rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 667000 UNT/ML Oral Suspension [Rotarix]	2627825	EXACT	auto-linked from EMA 000639		2026-06-12
037045061	037045	1301596	rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 667000 UNT/ML Oral Suspension [Rotarix]	2627825	EXACT	auto-linked from EMA 000639		2026-06-12
037045073	037045	1301596	rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 667000 UNT/ML Oral Suspension [Rotarix]	2627825	EXACT	auto-linked from EMA 000639		2026-06-12
037045085	037045	1301596	rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 667000 UNT/ML Oral Suspension [Rotarix]	2627825	EXACT	auto-linked from EMA 000639		2026-06-12
037045097	037045	1301596	rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 667000 UNT/ML Oral Suspension [Rotarix]	2627825	EXACT	auto-linked from EMA 000639		2026-06-12
037045109	037045	1301596	rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 667000 UNT/ML Oral Suspension [Rotarix]	2627825	EXACT	auto-linked from EMA 000639		2026-06-12
037045111	037045	1301596	rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 667000 UNT/ML Oral Suspension [Rotarix]	2627825	EXACT	auto-linked from EMA 000639		2026-06-12
037045123	037045	1301596	rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 667000 UNT/ML Oral Suspension [Rotarix]	2627825	EXACT	auto-linked from EMA 000639		2026-06-12
037455019	037455	1301596	rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 667000 UNT/ML Oral Suspension [Rotarix]	2627825	EXACT	auto-linked from EMA 000639		2026-06-12
037455021	037455	1301596	rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain 667000 UNT/ML Oral Suspension [Rotarix]	2627825	EXACT	auto-linked from EMA 000639		2026-06-12
