ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/13/821/003	EMEA/H/C/002549	40 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		14 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/004	EMEA/H/C/002549	40 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		28 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/005	EMEA/H/C/002549	40 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		30 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/006	EMEA/H/C/002549	40 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		56 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/007	EMEA/H/C/002549	40 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		60 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/008	EMEA/H/C/002549	40 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		84 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/009	EMEA/H/C/002549	40 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		90 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/010	EMEA/H/C/002549	40 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		98 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/013	EMEA/H/C/002549	80 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		14 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/014	EMEA/H/C/002549	80 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		28 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/015	EMEA/H/C/002549	80 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		30 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/016	EMEA/H/C/002549	80 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		56 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/017	EMEA/H/C/002549	80 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		60 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/018	EMEA/H/C/002549	80 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		84 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/019	EMEA/H/C/002549	80 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		90 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/020	EMEA/H/C/002549	80 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		98 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/023	EMEA/H/C/002549	80 mg/25 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		14 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/024	EMEA/H/C/002549	80 mg/25 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		28 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/025	EMEA/H/C/002549	80 mg/25 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		30 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/026	EMEA/H/C/002549	80 mg/25 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		56 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/027	EMEA/H/C/002549	80 mg/25 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		60 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/028	EMEA/H/C/002549	80 mg/25 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		84 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/029	EMEA/H/C/002549	80 mg/25 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		90 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/030	EMEA/H/C/002549	80 mg/25 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		98 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/031	EMEA/H/C/002549	40 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		100 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/032	EMEA/H/C/002549	80 mg/12.5 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		100 x 1 tablet (unit dose)	Tolucombi
EU/1/13/821/033	EMEA/H/C/002549	80 mg/25 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		100 x 1 tablet (unit dose)	Tolucombi
