ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/09/597/001	EMEA/H/C/001087	5 mg	Tablet	Oral use	blister (alu/alu)		28 tablets	Olazax
EU/1/09/597/002	EMEA/H/C/001087	7.5 mg	Tablet	Oral use	blister (alu/alu)		28 tablets	Olazax
EU/1/09/597/003	EMEA/H/C/001087	10 mg	Tablet	Oral use	blister (alu/alu)		28 tablets	Olazax
EU/1/09/597/004	EMEA/H/C/001087	15 mg	Tablet	Oral use	blister (alu/alu)		28 tablets	Olazax
EU/1/09/597/005	EMEA/H/C/001087	20 mg	Tablet	Oral use	blister (alu/alu)		28 tablets	Olazax
EU/1/09/597/006	EMEA/H/C/001087	5 mg	Tablet	Oral use	blister (alu/alu)		56 tablets	Olazax
EU/1/09/597/007	EMEA/H/C/001087	7.5 mg	Tablet	Oral use	blister (alu/alu)		56 tablets	Olazax
EU/1/09/597/008	EMEA/H/C/001087	10 mg	Tablet	Oral use	blister (alu/alu)		56 tablets	Olazax
EU/1/09/597/009	EMEA/H/C/001087	15 mg	Tablet	Oral use	blister (alu/alu)		56 tablets	Olazax
EU/1/09/597/010	EMEA/H/C/001087	20 mg	Tablet	Oral use	blister (alu/alu)		56 tablets	Olazax
EU/1/09/597/011	EMEA/H/C/001087	5 mg	Tablet	Oral use	blister (alu/alu)		30 tablets	Olazax
EU/1/09/597/012	EMEA/H/C/001087	5 mg	Tablet	Oral use	blister (alu/alu)		35 tablets	Olazax
EU/1/09/597/013	EMEA/H/C/001087	5 mg	Tablet	Oral use	blister (alu/alu)		42 tablets	Olazax
EU/1/09/597/014	EMEA/H/C/001087	5 mg	Tablet	Oral use	blister (alu/alu)		70 tablets	Olazax
EU/1/09/597/015	EMEA/H/C/001087	5 mg	Tablet	Oral use	blister (alu/alu)		98 tablets	Olazax
EU/1/09/597/016	EMEA/H/C/001087	10 mg	Tablet	Oral use	blister (alu/alu)		30 tablets	Olazax
EU/1/09/597/017	EMEA/H/C/001087	10 mg	Tablet	Oral use	blister (alu/alu)		35 tablets	Olazax
EU/1/09/597/018	EMEA/H/C/001087	10 mg	Tablet	Oral use	blister (alu/alu)		42 tablets	Olazax
EU/1/09/597/019	EMEA/H/C/001087	10 mg	Tablet	Oral use	blister (alu/alu)		70 tablets	Olazax
EU/1/09/597/020	EMEA/H/C/001087	10 mg	Tablet	Oral use	blister (alu/alu)		98 tablets	Olazax
