ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/25/2014/001	EMEA/H/C/006228	5 mg	Film-coated tablet	Oral use	blister (PVC/alu)		28 tablets	MYQORZO
EU/1/25/2014/002	EMEA/H/C/006228	10 mg	Film-coated tablet	Oral use	blister (PVC/alu)		28 tablets	MYQORZO
EU/1/25/2014/003	EMEA/H/C/006228	15 mg	Film-coated tablet	Oral use	blister (PVC/alu)		28 tablets	MYQORZO
EU/1/25/2014/004	EMEA/H/C/006228	20 mg	Film-coated tablet	Oral use	blister (PVC/alu)		28 tablets	MYQORZO
EU/1/25/2014/005	EMEA/H/C/006228	5 mg	Film-coated tablet	Oral use	blister (PVC/alu)		14 tablets	MYQORZO
EU/1/25/2014/006	EMEA/H/C/006228	10 mg	Film-coated tablet	Oral use	blister (PVC/alu)		14 tablets	MYQORZO
EU/1/25/2014/007	EMEA/H/C/006228	15 mg	Film-coated tablet	Oral use	blister (PVC/alu)		14 tablets	MYQORZO
EU/1/25/2014/008	EMEA/H/C/006228	20 mg	Film-coated tablet	Oral use	blister (PVC/alu)		14 tablets	MYQORZO
EU/1/25/2014/009	EMEA/H/C/006228	5 mg	Film-coated tablet	Oral use	blister (PVC/alu)		98 tablets	MYQORZO
EU/1/25/2014/010	EMEA/H/C/006228	10 mg	Film-coated tablet	Oral use	blister (PVC/alu)		98 tablets	MYQORZO
EU/1/25/2014/011	EMEA/H/C/006228	15 mg	Film-coated tablet	Oral use	blister (PVC/alu)		98 tablets	MYQORZO
EU/1/25/2014/012	EMEA/H/C/006228	20 mg	Film-coated tablet	Oral use	blister (PVC/alu)		98 tablets	MYQORZO
