codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
027756016	027756	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
027756028	027756	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
027756030	027756	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
027756081	027756	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
027756105	027756	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
027756117	027756	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
027756129	027756	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
027756143	027756	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
041624014	041624	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
041624026	041624	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
041624038	041624	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
041624040	041624	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
042081024	042081	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
043149018	043149	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
043149020	043149	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
043453012	043453	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
043453024	043453	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
043453036	043453	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
044534016	044534	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
044942011	044942	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
044942023	044942	40747248	Lidocaine 150 MG/ML / Prilocaine 50 MG/ML Topical Spray [Fortacin]	OMOP4709949	EXACT	auto-linked from EMA 002693		2026-06-12
