ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/10/616/001	1341176	temozolomide 5 MG Oral Capsule	313211	EXACT			2025-12-04
EU/1/10/616/002	1341176	temozolomide 5 MG Oral Capsule	313211	EXACT			2025-12-04
EU/1/10/616/005	19079716	temozolomide 20 MG Oral Capsule	313209	EXACT			2025-12-04
EU/1/10/616/006	19079716	temozolomide 20 MG Oral Capsule	313209	EXACT			2025-12-04
EU/1/10/616/009	19082374	temozolomide 100 MG Oral Capsule	317160	EXACT			2025-12-04
EU/1/10/616/010	19082374	temozolomide 100 MG Oral Capsule	317160	EXACT			2025-12-04
EU/1/10/616/013	19125745	temozolomide 140 MG Oral Capsule	700883	EXACT			2025-12-04
EU/1/10/616/014	19125745	temozolomide 140 MG Oral Capsule	700883	EXACT			2025-12-04
EU/1/10/616/017	19125747	temozolomide 180 MG Oral Capsule	700885	EXACT			2025-12-04
EU/1/10/616/018	19125747	temozolomide 180 MG Oral Capsule	700885	EXACT			2025-12-04
EU/1/10/616/021	19079717	temozolomide 250 MG Oral Capsule	313210	EXACT			2025-12-04
EU/1/10/616/022	19079717	temozolomide 250 MG Oral Capsule	313210	EXACT			2025-12-04
EU/1/10/616/025	1341176	temozolomide 5 MG Oral Capsule	313211	EXACT			2025-12-04
EU/1/10/616/026	1341176	temozolomide 5 MG Oral Capsule	313211	EXACT			2025-12-04
EU/1/10/616/027	19079716	temozolomide 20 MG Oral Capsule	313209	EXACT			2025-12-04
EU/1/10/616/028	19079716	temozolomide 20 MG Oral Capsule	313209	EXACT			2025-12-04
EU/1/10/616/029	19082374	temozolomide 100 MG Oral Capsule	317160	EXACT			2025-12-04
EU/1/10/616/030	19082374	temozolomide 100 MG Oral Capsule	317160	EXACT			2025-12-04
EU/1/10/616/031	19125745	temozolomide 140 MG Oral Capsule	700883	EXACT			2025-12-04
EU/1/10/616/032	19125745	temozolomide 140 MG Oral Capsule	700883	EXACT			2025-12-04
EU/1/10/616/033	19125747	temozolomide 180 MG Oral Capsule	700885	EXACT			2025-12-04
EU/1/10/616/034	19125747	temozolomide 180 MG Oral Capsule	700885	EXACT			2025-12-04
EU/1/10/616/035	19079717	temozolomide 250 MG Oral Capsule	313210	EXACT			2025-12-04
EU/1/10/616/036	19079717	temozolomide 250 MG Oral Capsule	313210	EXACT			2025-12-04
EU/1/10/616/037	1341176	temozolomide 5 MG Oral Capsule	313211	EXACT			2025-12-04
EU/1/10/616/038	19079716	temozolomide 20 MG Oral Capsule	313209	EXACT			2025-12-04
EU/1/10/616/039	19082374	temozolomide 100 MG Oral Capsule	317160	EXACT			2025-12-04
EU/1/10/616/040	19125745	temozolomide 140 MG Oral Capsule	700883	EXACT			2025-12-04
EU/1/10/616/041	19125747	temozolomide 180 MG Oral Capsule	700885	EXACT			2025-12-04
EU/1/10/616/042	19079717	temozolomide 250 MG Oral Capsule	313210	EXACT			2025-12-04
