ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/09/577/001	EMEA/H/C/001208	15 µg/ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass) with needle	0.5 ml	1 pre-filled syringe	Foclivia
EU/1/09/577/002	EMEA/H/C/001208	15 µg/ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass) with needle	0.5 ml	10 pre-filled syringes	Foclivia
EU/1/09/577/004	EMEA/H/C/001208	15 µg/ml	Suspension for injection	Intramuscular use	vial (glass)	5.0 ml (10 doses)	10 multidose vials (100 doses)	Foclivia
EU/1/09/577/005	EMEA/H/C/001208	15 µg/ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass) without needle	0.5 ml	1 pre-filled syringe	Foclivia
EU/1/09/577/006	EMEA/H/C/001208	15 µg/ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass) without needle	0.5 ml	10 pre-filled syringes	Foclivia
