ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/01/183/001	EMEA/H/C/000373	5 µg/0.5 ml	Suspension for injection	Intramuscular use	vial (glass)	0.5 ml (10 µg/ml)	1 vial	HBVAXPRO
EU/1/01/183/004	EMEA/H/C/000373	5 µg/0.5 ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml (10 µg/ml)	1 pre-filled syringe without needle	HBVAXPRO
EU/1/01/183/005	EMEA/H/C/000373	5 µg/0.5 ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml (10 µg/ml)	10 pre-filled syringes without needle	HBVAXPRO
EU/1/01/183/007	EMEA/H/C/000373	10 µg/ml	Suspension for injection	Intramuscular use	vial (glass)	1 ml (10 µg/ml)	1 vial	HBVAXPRO
EU/1/01/183/008	EMEA/H/C/000373	10 µg/ml	Suspension for injection	Intramuscular use	vial (glass)	1 ml (10 µg/ml)	10 vials	HBVAXPRO
EU/1/01/183/011	EMEA/H/C/000373	10 µg/ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	1 ml (10 µg/ml)	1 pre-filled syringe without needle	HBVAXPRO
EU/1/01/183/013	EMEA/H/C/000373	10 µg/ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	1 ml (10 µg/ml)	10 pre-filled syringes without needle	HBVAXPRO
EU/1/01/183/015	EMEA/H/C/000373	40 µg/ml	Suspension for injection	Intramuscular use	vial (glass)	1 ml (40 µg/ml)	1 vial	HBVAXPRO
EU/1/01/183/018	EMEA/H/C/000373	5 µg/0.5 ml	Suspension for injection	Intramuscular use	vial (glass)	0.5 ml (10 µg/ml)	10 vials	HBVAXPRO
EU/1/01/183/020	EMEA/H/C/000373	5 µg/0.5 ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml (10 µg/ml)	20 pre-filled syringes without needle	HBVAXPRO
EU/1/01/183/021	EMEA/H/C/000373	5 µg/0.5 ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml (10 µg/ml)	50 pre-filled syringes without needle	HBVAXPRO
EU/1/01/183/022	EMEA/H/C/000373	5 µg/0.5 ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml (10 µg/ml)	1 pre-filled syringe with 1 separate needle	HBVAXPRO
EU/1/01/183/023	EMEA/H/C/000373	5 µg/0.5 ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml (10 µg/ml)	10 pre-filled syringes with 1 separate needle	HBVAXPRO
EU/1/01/183/024	EMEA/H/C/000373	5 µg/0.5 ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml (10 µg/ml)	1 pre-filled syringe with 2 separate needles	HBVAXPRO
EU/1/01/183/025	EMEA/H/C/000373	5 µg/0.5 ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml (10 µg/ml)	10 pre-filled syringe with 2 separate needles	HBVAXPRO
EU/1/01/183/026	EMEA/H/C/000373	10 µg/ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	1 ml (10 µg/ml)	1 pre-filled syringe with 1 separate needle	HBVAXPRO
EU/1/01/183/027	EMEA/H/C/000373	10 µg/ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	1 ml (10 µg/ml)	10 pre-filled syringes with 1 separate needle	HBVAXPRO
EU/1/01/183/028	EMEA/H/C/000373	10 µg/ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	1 ml (10 µg/ml)	1 pre-filled syringe with 2 separate needles	HBVAXPRO
EU/1/01/183/029	EMEA/H/C/000373	10 µg/ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	1 ml (10 µg/ml)	10 pre-filled syringes with 2 separate needles	HBVAXPRO
EU/1/01/183/030	EMEA/H/C/000373	5 µg/0.5 ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml (10 µg/ml)	20 pre-filled syringe with 2 separate needles	HBVAXPRO
EU/1/01/183/031	EMEA/H/C/000373	5 µg/0.5 ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	0.5 ml (10 µg/ml)	50 pre-filled syringe with 2 separate needles	HBVAXPRO
EU/1/01/183/032	EMEA/H/C/000373	10 µg/ml	Suspension for injection	Intramuscular use	pre-filled syringe (glass)	1 ml (10 µg/ml)	20 pre-filled syringes with 2 separate needles	HBVAXPRO
