ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/00/150/001	EMEA/H/C/000285	15 mg	Tablet	Oral use	blister (alu/alu)		28	Actos
EU/1/00/150/003	EMEA/H/C/000285	15 mg	Tablet	Oral use	blister (alu/alu)		98	Actos
EU/1/00/150/004	EMEA/H/C/000285	30 mg	Tablet	Oral use	blister (alu/alu)		28	Actos
EU/1/00/150/006	EMEA/H/C/000285	30 mg	Tablet	Oral use	blister (alu/alu)		98	Actos
EU/1/00/150/009	EMEA/H/C/000285	15 mg	Tablet	Oral use	blister (alu/alu)		56	Actos
EU/1/00/150/010	EMEA/H/C/000285	30 mg	Tablet	Oral use	blister (alu/alu)		56	Actos
EU/1/00/150/012	EMEA/H/C/000285	45 mg	Tablet	Oral use	blister (alu/alu)		28	Actos
EU/1/00/150/015	EMEA/H/C/000285	45 mg	Tablet	Oral use	blister (alu/alu)		98	Actos
EU/1/00/150/025	EMEA/H/C/000285	15 mg	Tablet	Oral use	blister (alu/alu)		112	Actos
EU/1/00/150/027	EMEA/H/C/000285	30 mg	Tablet	Oral use	blister (alu/alu)		112	Actos
EU/1/00/150/029	EMEA/H/C/000285	45 mg	Tablet	Oral use	blister (alu/alu)		112	Actos
