ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/03/256/012	EMEA/H/C/000481	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.4 ml (40 mg/0.4 ml)	1 pre-filled syringe + 1 alcohol pad	Humira
EU/1/03/256/013	EMEA/H/C/000481	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.4 ml (40 mg/0.4 ml)	2 pre-filled syringes + 2 alcohol pads	Humira
EU/1/03/256/014	EMEA/H/C/000481	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.4 ml (40 mg/0.4 ml)	4 pre-filled syringes + 4 alcohol pads	Humira
EU/1/03/256/015	EMEA/H/C/000481	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.4 ml (40 mg/0.4 ml)	6 pre-filled syringes + 6 alcohol pads	Humira
EU/1/03/256/016	EMEA/H/C/000481	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.4 ml (40 mg/0.4 ml)	1 pre-filled pen + 2 alcohol pads in a blister	Humira
EU/1/03/256/017	EMEA/H/C/000481	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.4 ml (40 mg/0.4 ml)	2 pre-filled pens + 2 alcohol pads in a blister	Humira
EU/1/03/256/018	EMEA/H/C/000481	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.4 ml (40 mg/0.4 ml)	4 pre-filled pens + 4 alcohol pads in a blister	Humira
EU/1/03/256/019	EMEA/H/C/000481	40 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.4 ml (40 mg/0.4 ml)	6 pre-filled pens + 6 alcohol pads in a blister	Humira
EU/1/03/256/020	EMEA/H/C/000481	80 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 ml (80 mg/0.8 ml)	1 pre-filled syringe + 1 alcohol pad	Humira
EU/1/03/256/021	EMEA/H/C/000481	80 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.8 ml (80 mg/0.8 ml)	1 pre-filled pen + 2 alcohol pads in a blister	Humira
EU/1/03/256/022	EMEA/H/C/000481	20 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.2 ml (20 mg/0.2 ml)	2 pre-filled syringes + 2 alcohol pads	Humira
EU/1/03/256/027	EMEA/H/C/000481	80 mg	Solution for injection	Subcutaneous use	pre-filled syringe (glass) in pre-filled pen	0.8 ml (80 mg/0.8 ml)	3 pre-filled pens + 4 alcohol pads in a blister	Humira
