ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/18/1340/001	35201954	2 ML lanadelumab-flyo 150 MG/ML Injection [Takhzyro]	2055650	EXACT			2025-12-04
EU/1/18/1340/002	35201954	2 ML lanadelumab-flyo 150 MG/ML Injection [Takhzyro]	2055650	EXACT			2025-12-04
EU/1/18/1340/003	35201954	2 ML lanadelumab-flyo 150 MG/ML Injection [Takhzyro]	2055650	EXACT			2025-12-04
EU/1/18/1340/004	1759264	2 ML lanadelumab-flyo 150 MG/ML Prefilled Syringe [Takhzyro]	2593419	EXACT			2025-12-04
EU/1/18/1340/005	1759264	2 ML lanadelumab-flyo 150 MG/ML Prefilled Syringe [Takhzyro]	2593419	EXACT			2025-12-04
EU/1/18/1340/006	1759264	2 ML lanadelumab-flyo 150 MG/ML Prefilled Syringe [Takhzyro]	2593419	EXACT			2025-12-04
EU/1/18/1340/007	1302350	1 ML lanadelumab-flyo 150 MG/ML Prefilled Syringe [Takhzyro]	2629981				2025-12-04
EU/1/18/1340/008	1302350	1 ML lanadelumab-flyo 150 MG/ML Prefilled Syringe [Takhzyro]	2629981				2025-12-04
EU/1/18/1340/009	1302350	1 ML lanadelumab-flyo 150 MG/ML Prefilled Syringe [Takhzyro]	2629981				2025-12-04
EU/1/18/1340/010	1759264	2 ML lanadelumab-flyo 150 MG/ML Prefilled Syringe [Takhzyro]	2593419	EXACT		2 ML lanadelumab-flyo 150 MG/ML Auto-Injector [Takhzyro]	2025-12-04
EU/1/18/1340/011	1759264	2 ML lanadelumab-flyo 150 MG/ML Prefilled Syringe [Takhzyro]	2593419	EXACT		2 ML lanadelumab-flyo 150 MG/ML Auto-Injector [Takhzyro]	2025-12-04
EU/1/18/1340/012	1759264	2 ML lanadelumab-flyo 150 MG/ML Prefilled Syringe [Takhzyro]	2593419	EXACT		2 ML lanadelumab-flyo 150 MG/ML Auto-Injector [Takhzyro]	2025-12-04
