cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
758340	1221683001	VABYSMO 120 MG/ML SOLUCION INYECTABLE	Faricimab 120 mg/ml inyectable 0,24 ml	120 mg/ml inyectable 0,24 ml	Vial	1	vial para inyección	FARICIMAB 120 mg	VÍA INTRAVÍTREA	SOLUCIÓN INYECTABLE	S01LA09 - Faricimab	ROCHE REGISTRATION GMBH	0	0	0	0
765711	1221683001IP	VABYSMO 120 MG/ML SOLUCION INYECTABLE	Faricimab 120 mg/ml inyectable 0,24 ml	120 mg/ml inyectable 0,24 ml	Vial	1	vial para inyección	FARICIMAB 120 mg	VÍA INTRAVÍTREA	SOLUCIÓN INYECTABLE	S01LA09 - Faricimab	ROCHE REGISTRATION GMBH	0	0	0	0
766571	1221683002	VABYSMO 120 MG/ML SOLUCION PARA INYECCION EN JERINGA PRECARGADA	Faricimab 120 mg/ml inyectable 0,175 ml jeringa precargada	120 mg/ml inyectable 0,175 ml	Jeringa precargada	1	jeringa precargada	FARICIMAB 120 mg	VÍA INTRAVÍTREA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	S01LA09 - Faricimab	ROCHE REGISTRATION GMBH	0	0	0	0
