product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
19-0154-01	Dailiport 0.5 mg prolonged release hard capsules	19-0154	01-OCT-19	NL/H/4508/001	0.5 mg	Prolonged-release capsule, hard	0,5 mg	Carton box, PVC/PVDC/Al blister, N30	30
19-0154-02	Dailiport 0.5 mg prolonged release hard capsules	19-0154	01-OCT-19	NL/H/4508/001	0.5 mg	Prolonged-release capsule, hard	0,5 mg	Carton box, PVC/PVDC/Al blister, N50	50
19-0154-03	Dailiport 0.5 mg prolonged release hard capsules	19-0154	01-OCT-19	NL/H/4508/001	0.5 mg	Prolonged-release capsule, hard	0,5 mg	Carton box, PVC/PVDC/Al blister, N60	60
19-0154-04	Dailiport 0.5 mg prolonged release hard capsules	19-0154	01-OCT-19	NL/H/4508/001	0.5 mg	Prolonged-release capsule, hard	0,5 mg	Carton box, PVC/PVDC/Al blister, N100	100
19-0154-05	Dailiport 0.5 mg prolonged release hard capsules	19-0154	01-OCT-19	NL/H/4508/001	0.5 mg	Prolonged-release capsule, hard	0,5 mg	Carton box, PVC/PVDC/Al perforated unit dose blister, N30	30
19-0154-06	Dailiport 0.5 mg prolonged release hard capsules	19-0154	01-OCT-19	NL/H/4508/001	0.5 mg	Prolonged-release capsule, hard	0,5 mg	Carton box, PVC/PVDC/Al perforated unit dose blister, N50	50
19-0154-07	Dailiport 0.5 mg prolonged release hard capsules	19-0154	01-OCT-19	NL/H/4508/001	0.5 mg	Prolonged-release capsule, hard	0,5 mg	Carton box, PVC/PVDC/Al perforated unit dose blister, N60	60
19-0154-08	Dailiport 0.5 mg prolonged release hard capsules	19-0154	01-OCT-19	NL/H/4508/001	0.5 mg	Prolonged-release capsule, hard	0,5 mg	Carton box, PVC/PVDC/Al perforated unit dose blister, N100	100
19-0155-01	Dailiport 1 mg prolonged release hard capsules	19-0155	01-OCT-19	NL/H/4508/002	1 mg	Prolonged-release capsule, hard	1 mg	Carton box, PVC/PVDC/Al blister, N30	30
19-0155-02	Dailiport 1 mg prolonged release hard capsules	19-0155	01-OCT-19	NL/H/4508/002	1 mg	Prolonged-release capsule, hard	1 mg	Carton box, PVC/PVDC/Al blister, N50	50
19-0155-03	Dailiport 1 mg prolonged release hard capsules	19-0155	01-OCT-19	NL/H/4508/002	1 mg	Prolonged-release capsule, hard	1 mg	Carton box, PVC/PVDC/Al blister, N60	60
19-0155-04	Dailiport 1 mg prolonged release hard capsules	19-0155	01-OCT-19	NL/H/4508/002	1 mg	Prolonged-release capsule, hard	1 mg	Carton box, PVC/PVDC/Al blister, N100	100
