product_id	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/04/275/001	43286143	5 ML Cladribine 2 MG/ML Injection [Litak]	OMOP562356				
EU/1/04/275/002	43286143	5 ML Cladribine 2 MG/ML Injection [Litak]	OMOP562356				
