ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/10/632/008	EMEA/H/C/001196	40 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		14 tablets	Tolura
EU/1/10/632/009	EMEA/H/C/001196	40 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		28 tablets	Tolura
EU/1/10/632/010	EMEA/H/C/001196	40 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		30 tablets	Tolura
EU/1/10/632/011	EMEA/H/C/001196	40 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		56 tablets	Tolura
EU/1/10/632/012	EMEA/H/C/001196	40 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		84 tablets	Tolura
EU/1/10/632/013	EMEA/H/C/001196	40 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		90 tablets	Tolura
EU/1/10/632/014	EMEA/H/C/001196	40 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		98 tablets	Tolura
EU/1/10/632/015	EMEA/H/C/001196	80 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		14 tablets	Tolura
EU/1/10/632/016	EMEA/H/C/001196	80 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		28 tablets	Tolura
EU/1/10/632/017	EMEA/H/C/001196	80 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		30 tablets	Tolura
EU/1/10/632/018	EMEA/H/C/001196	80 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		56 tablets	Tolura
EU/1/10/632/019	EMEA/H/C/001196	80 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		84 tablets	Tolura
EU/1/10/632/020	EMEA/H/C/001196	80 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		90 tablets	Tolura
EU/1/10/632/021	EMEA/H/C/001196	80 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		98 tablets	Tolura
EU/1/10/632/023	EMEA/H/C/001196	40 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		100 tablets	Tolura
EU/1/10/632/024	EMEA/H/C/001196	80 mg	Tablet	Oral use	blister (OPA/Alu/PVC/Alu)		100 tablets	Tolura
