ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/23/1716/001	EMEA/H/C/005457	2.5 mg	Capsule, hard	Oral use	Blister (PVC/PCTFE/alu)	14 capsules		camzyos	CAMZYOS	EU/1/23/1716	Mavacamten	mavacamten	C01EB	Bristol-Myers Squibb Pharma EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/camzyos	Authorised
EU/1/23/1716/002	EMEA/H/C/005457	2.5 mg	Capsule, hard	Oral use	Blister (PVC/PCTFE/alu)	28 capsules		camzyos	CAMZYOS	EU/1/23/1716	Mavacamten	mavacamten	C01EB	Bristol-Myers Squibb Pharma EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/camzyos	Authorised
EU/1/23/1716/003	EMEA/H/C/005457	5 mg	Capsule, hard	Oral use	Blister (PVC/PCTFE/alu)	14 capsules		camzyos	CAMZYOS	EU/1/23/1716	Mavacamten	mavacamten	C01EB	Bristol-Myers Squibb Pharma EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/camzyos	Authorised
EU/1/23/1716/004	EMEA/H/C/005457	5 mg	Capsule, hard	Oral use	Blister (PVC/PCTFE/alu)	28 capsules		camzyos	CAMZYOS	EU/1/23/1716	Mavacamten	mavacamten	C01EB	Bristol-Myers Squibb Pharma EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/camzyos	Authorised
EU/1/23/1716/005	EMEA/H/C/005457	10 mg	Capsule, hard	Oral use	Blister (PVC/PCTFE/alu)	14 capsules		camzyos	CAMZYOS	EU/1/23/1716	Mavacamten	mavacamten	C01EB	Bristol-Myers Squibb Pharma EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/camzyos	Authorised
EU/1/23/1716/006	EMEA/H/C/005457	10 mg	Capsule, hard	Oral use	Blister (PVC/PCTFE/alu)	28 capsules		camzyos	CAMZYOS	EU/1/23/1716	Mavacamten	mavacamten	C01EB	Bristol-Myers Squibb Pharma EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/camzyos	Authorised
EU/1/23/1716/007	EMEA/H/C/005457	15 mg	Capsule, hard	Oral use	Blister (PVC/PCTFE/alu)	14 capsules		camzyos	CAMZYOS	EU/1/23/1716	Mavacamten	mavacamten	C01EB	Bristol-Myers Squibb Pharma EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/camzyos	Authorised
EU/1/23/1716/008	EMEA/H/C/005457	15 mg	Capsule, hard	Oral use	Blister (PVC/PCTFE/alu)	28 capsules		camzyos	CAMZYOS	EU/1/23/1716	Mavacamten	mavacamten	C01EB	Bristol-Myers Squibb Pharma EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/camzyos	Authorised
EU/1/23/1716/009	EMEA/H/C/005457	2.5 mg	Capsule, hard	Oral use	Blister (PVC/PCTFE/alu)	98 capsules		camzyos	CAMZYOS	EU/1/23/1716	Mavacamten	mavacamten	C01EB	Bristol-Myers Squibb Pharma EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/camzyos	Authorised
EU/1/23/1716/010	EMEA/H/C/005457	5 mg	Capsule, hard	Oral use	Blister (PVC/PCTFE/alu)	98 capsules		camzyos	CAMZYOS	EU/1/23/1716	Mavacamten	mavacamten	C01EB	Bristol-Myers Squibb Pharma EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/camzyos	Authorised
EU/1/23/1716/011	EMEA/H/C/005457	10 mg	Capsule, hard	Oral use	Blister (PVC/PCTFE/alu)	98 capsules		camzyos	CAMZYOS	EU/1/23/1716	Mavacamten	mavacamten	C01EB	Bristol-Myers Squibb Pharma EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/camzyos	Authorised
EU/1/23/1716/012	EMEA/H/C/005457	15 mg	Capsule, hard	Oral use	Blister (PVC/PCTFE/alu)	98 capsules		camzyos	CAMZYOS	EU/1/23/1716	Mavacamten	mavacamten	C01EB	Bristol-Myers Squibb Pharma EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/camzyos	Authorised
