ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/07/418/001	1787123	maraviroc 150 MG Oral Tablet	728223	EXACT			2025-12-04
EU/1/07/418/002	1787123	maraviroc 150 MG Oral Tablet	728223	EXACT			2025-12-04
EU/1/07/418/003	1787123	maraviroc 150 MG Oral Tablet	728223	EXACT			2025-12-04
EU/1/07/418/004	1787123	maraviroc 150 MG Oral Tablet	728223	EXACT			2025-12-04
EU/1/07/418/005	1787123	maraviroc 150 MG Oral Tablet	728223	EXACT			2025-12-04
EU/1/07/418/006	1787125	maraviroc 300 MG Oral Tablet	728225	EXACT			2025-12-04
EU/1/07/418/007	1787125	maraviroc 300 MG Oral Tablet	728225	EXACT			2025-12-04
EU/1/07/418/008	1787125	maraviroc 300 MG Oral Tablet	728225	EXACT			2025-12-04
EU/1/07/418/009	1787125	maraviroc 300 MG Oral Tablet	728225	EXACT			2025-12-04
EU/1/07/418/010	1787125	maraviroc 300 MG Oral Tablet	728225	EXACT			2025-12-04
EU/1/07/418/011	1718477	maraviroc 25 MG Oral Tablet	1857911	EXACT			2025-12-04
EU/1/07/418/012	1718481	maraviroc 75 MG Oral Tablet	1857915	EXACT			2025-12-04
EU/1/07/418/013	1718487	maraviroc 20 MG/ML Oral Solution	1857921	EXACT			2025-12-04
