cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
602848	08499008	VALDOXAN 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Agomelatina 25 mg comprimido	25 mg	Blister	100	comprimido	AGOMELATINA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	LES LABORATOIRES SERVIER	0	0	0
607072	83440	AGLONEX 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Agomelatina 25 mg comprimido	25 mg	Blister	100	comprimido	AGOMELATINA ACIDO CITRICO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	ACCORD HEALTHCARE S.L.U.	0	0	0
662020	08499003	VALDOXAN 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	LES LABORATOIRES SERVIER	0	0	0
662022	08498003	THYMANAX 25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	SERVIER (IRELAND) INDUSTRIES LIMITED	0	0	0
713322	08499003IP	VALDOXAN 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	LES LABORATOIRES SERVIER	0	0	0
723376	83359	AGOMELATINA TEVA 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA UREA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	TEVA B.V.	0	0	0
723377	83360	AGOMELATINA RATIOPHARM 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA UREA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	TEVA PHARMA S.L.U.	0	0	0
723649	83440	AGLONEX 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA ACIDO CITRICO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	ACCORD HEALTHCARE S.L.U.	0	0	0
723673	83453	AGOMELATINA ARISTO 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA ACIDO CITRICO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	ARISTO PHARMA GMBH	0	0	0
723679	83458	AGOMELATINA AUROVITAS SPAIN 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA ACIDO CITRICO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	AUROVITAS SPAIN, S.A.U.	0	0	0
723757	83493	AGOMELATINA TAD 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA ACIDO CITRICO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	TAD PHARMA GMBH	0	0	0
723841	83521	AGOMELATINA QUALIGEN 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA ACIDO CITRICO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	NEURAXPHARM SPAIN S.L.	0	0	0
723907	83546	AGOMELATINA STADA 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA ACIDO CITRICO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	LABORATORIO STADA S.L.	0	0	0
724751	08499003IP1	VALDOXAN 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	LES LABORATOIRES SERVIER	0	0	0
724797	83833	AGOMELATINA VISO FARMACEUTICA 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	GLENMARK ARZNEIMITTEL GMBH	0	0	0
725365	08499003	VALDOXAN 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Agomelatina 25 mg comprimido	25 mg	Blister	56	comprimido	AGOMELATINA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	LES LABORATOIRES SERVIER	0	0	0
728052	83359	AGOMELATINA TEVA 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Agomelatina 25 mg comprimido	25 mg	Blister	56	comprimido	AGOMELATINA UREA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	TEVA B.V.	0	0	0
728053	83360	AGOMELATINA RATIOPHARM 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Agomelatina 25 mg comprimido	25 mg	Blister	56	comprimido	AGOMELATINA UREA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	TEVA PHARMA S.L.U.	0	0	0
729659	83453	AGOMELATINA ARISTO 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Agomelatina 25 mg comprimido	25 mg	Blister	56	comprimido	AGOMELATINA ACIDO CITRICO 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	ARISTO PHARMA GMBH	0	0	0
731238	08499003IP2	VALDOXAN 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	LES LABORATOIRES SERVIER	0	0	0
765413	08499003IP3	VALDOXAN 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	LES LABORATOIRES SERVIER	0	0	0
769128	08499003IP4	VALDOXAN 25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Agomelatina 25 mg comprimido	25 mg	Blister	28	comprimido	AGOMELATINA 25 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	N06AX22 - Agomelatina	LES LABORATOIRES SERVIER	0	0	0
