cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
603674	08503013	EFIENT 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Prasugrel 10 mg comprimido	10 mg	Blister	90	comprimido	PRASUGREL HIDROCLORURO 10 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B01AC22 - Prasugrel	SUBSTIPHARM	0	0	0	0
700620	08503002	EFIENT 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Prasugrel 5 mg comprimido	5 mg	Blister	28	comprimido	PRASUGREL HIDROCLORURO 5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B01AC22 - Prasugrel	SUBSTIPHARM	0	0	0	0
700621	08503009	EFIENT 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Prasugrel 10 mg comprimido	10 mg	Blister	28	comprimido	PRASUGREL HIDROCLORURO 10 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B01AC22 - Prasugrel	SUBSTIPHARM	0	0	0	0
720970	82929	PRASUGREL TEVA-RATIOPHARM 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Prasugrel 10 mg comprimido	10 mg	Blister	28	comprimido	PRASUGREL HIDROBROMURO 10 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B01AC22 - Prasugrel	TEVA PHARMA S.L.U.	0	1	0	0
720971	82930	PRASUGREL TEVA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Prasugrel 10 mg comprimido	10 mg	Blister	28	comprimido	PRASUGREL HIDROBROMURO 10 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B01AC22 - Prasugrel	TEVA PHARMA S.L.U.	0	1	0	0
721665	83097	PRASUGREL STADA 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Prasugrel 5 mg comprimido	5 mg	Blister	28	comprimido	PRASUGREL HIDROBROMURO 5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B01AC22 - Prasugrel	LABORATORIO STADA S.L.	0	1	0	0
721666	83098	PRASUGREL STADA 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Prasugrel 10 mg comprimido	10 mg	Blister	28	comprimido	PRASUGREL HIDROBROMURO 10 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B01AC22 - Prasugrel	LABORATORIO STADA S.L.	0	1	0	0
723674	83454	PRASUGREL ARISTO 10 MG COMPRIMIDOS  RECUBIERTOS CON PELICULA  EFG	Prasugrel 10 mg comprimido	10 mg	Blister	28	comprimido	PRASUGREL 10 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B01AC22 - Prasugrel	ARISTO PHARMA GMBH	0	1	0	0
723675	83455	PRASUGREL ARISTO 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Prasugrel 5 mg comprimido	5 mg	Blister	28	comprimido	PRASUGREL 5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B01AC22 - Prasugrel	ARISTO PHARMA GMBH	0	1	0	0
723807	83508	PRASUGREL KRKA 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Prasugrel 5 mg comprimido	5 mg	Blister	28	comprimido	PRASUGREL 5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	B01AC22 - Prasugrel	KRKA D.D. NOVO MESTO	0	1	0	0
