ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/07/400/008	EMEA/H/C/000739	50 µg/0.3 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (167 µg/ml)	1 pre-filled syringe	Mircera
EU/1/07/400/009	EMEA/H/C/000739	75 µg/0.3 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (250 µg/ml)	1 pre-filled syringe	Mircera
EU/1/07/400/010	EMEA/H/C/000739	100 µg/0.3 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (333 µg/ml)	1 pre-filled syringe	Mircera
EU/1/07/400/011	EMEA/H/C/000739	150 µg/0.3 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (500 µg/ml)	1 pre-filled syringe	Mircera
EU/1/07/400/012	EMEA/H/C/000739	200 µg/0.3 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (667 µg/ml)	1 pre-filled syringe	Mircera
EU/1/07/400/013	EMEA/H/C/000739	250 µg/0.3 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (833 µg/ml)	1 pre-filled syringe	Mircera
EU/1/07/400/017	EMEA/H/C/000739	30 µg/0.3 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (100 µg/ml)	1 pre-filled syringe	Mircera
EU/1/07/400/020	EMEA/H/C/000739	120 µg/0.3 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (400 µg/ml)	1 pre-filled syringe	Mircera
EU/1/07/400/021	EMEA/H/C/000739	360 µg/0.6 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.6 ml (600 µg/ml)	1 pre-filled syringe	Mircera
EU/1/07/400/022	EMEA/H/C/000739	30 µg/0.3 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (100 µg/ml)	3 pre-filled syringes	Mircera
EU/1/07/400/023	EMEA/H/C/000739	50 µg/0.3 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (167 µg/ml)	3 pre-filled syringes	Mircera
EU/1/07/400/024	EMEA/H/C/000739	75 µg/0.3 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.3 ml (250 µg/ml)	3 pre-filled syringes	Mircera
