ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/05/313/001	43012718	gadofosveset	1364290	EXACT	Gadofosveset is a contrast agent; RxNorm only represents it at ingredient level		2026-03-12
EU/1/05/313/002	43012718	gadofosveset	1364290	EXACT	Gadofosveset is a contrast agent; RxNorm only represents it at ingredient level		2026-03-12
EU/1/05/313/003	43012718	gadofosveset	1364290	EXACT	Gadofosveset is a contrast agent; RxNorm only represents it at ingredient level		2026-03-12
EU/1/05/313/004	43012718	gadofosveset	1364290	EXACT	Gadofosveset is a contrast agent; RxNorm only represents it at ingredient level		2026-03-12
EU/1/05/313/005	43012718	gadofosveset	1364290	EXACT	Gadofosveset is a contrast agent; RxNorm only represents it at ingredient level		2026-03-12
EU/1/05/313/006	43012718	gadofosveset	1364290	EXACT	Gadofosveset is a contrast agent; RxNorm only represents it at ingredient level		2026-03-12
EU/1/05/313/007	43012718	gadofosveset	1364290	EXACT	Gadofosveset is a contrast agent; RxNorm only represents it at ingredient level		2026-03-12
EU/1/05/313/008	43012718	gadofosveset	1364290	EXACT	Gadofosveset is a contrast agent; RxNorm only represents it at ingredient level		2026-03-12
EU/1/05/313/009	43012718	gadofosveset	1364290	EXACT	Gadofosveset is a contrast agent; RxNorm only represents it at ingredient level		2026-03-12

