product_id	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/99/116/001	937369	infliximab 100 MG Injection [Remicade]	213361				
EU/1/99/116/002	937369	infliximab 100 MG Injection [Remicade]	213361				
EU/1/99/116/003	937369	infliximab 100 MG Injection [Remicade]	213361				
EU/1/99/116/004	937369	infliximab 100 MG Injection [Remicade]	213361				
EU/1/99/116/005	937369	infliximab 100 MG Injection [Remicade]	213361				
