ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/06/360/001	EMEA/H/C/000699	0.5 mg	Film-coated tablet				Carton box, HDPE bottle, N56		Champix	EU/1/06/360	varenicline	varenicline	N07BA03	Pfizer Europe MA EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/champix	Authorised
EU/1/06/360/002	EMEA/H/C/000699	1 mg	Film-coated tablet				Carton box, HDPE bottle, N56		Champix	EU/1/06/360	varenicline	varenicline	N07BA03	Pfizer Europe MA EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/champix	Authorised
EU/1/06/360/003	EMEA/H/C/000699	0.5 mg + 1 mg	Film-coated tablet				Carton box, PVC/Aclar/Al blister, N25		Champix	EU/1/06/360	varenicline	varenicline	N07BA03	Pfizer Europe MA EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/champix	Authorised
EU/1/06/360/004	EMEA/H/C/000699	1 mg	Film-coated tablet				Carton box, PVC/Aclar/Al blister, N28		Champix	EU/1/06/360	varenicline	varenicline	N07BA03	Pfizer Europe MA EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/champix	Authorised
EU/1/06/360/005	EMEA/H/C/000699	1 mg	Film-coated tablet				Carton box, PVC/Aclar/Al blister, N56		Champix	EU/1/06/360	varenicline	varenicline	N07BA03	Pfizer Europe MA EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/champix	Authorised
EU/1/06/360/006	EMEA/H/C/000699	0.5 mg	Film-coated tablet				Carton box, PVC/Aclar/Al blister, N28		Champix	EU/1/06/360	varenicline	varenicline	N07BA03	Pfizer Europe MA EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/champix	Authorised
EU/1/06/360/007	EMEA/H/C/000699	0.5 mg	Film-coated tablet				Carton box, PVC/Aclar/Al blister, N56		Champix	EU/1/06/360	varenicline	varenicline	N07BA03	Pfizer Europe MA EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/champix	Authorised
EU/1/06/360/008	EMEA/H/C/000699	0.5 mg + 1 mg	Film-coated tablet				Carton box, PVC/Aclar/Al blister, N25		Champix	EU/1/06/360	varenicline	varenicline	N07BA03	Pfizer Europe MA EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/champix	Authorised
EU/1/06/360/009	EMEA/H/C/000699	1 mg	Film-coated tablet				Carton box, PVC/Aclar/Al blister, N28		Champix	EU/1/06/360	varenicline	varenicline	N07BA03	Pfizer Europe MA EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/champix	Authorised
EU/1/06/360/010	EMEA/H/C/000699	1 mg	Film-coated tablet				Carton box, PVC/Aclar/Al blister, N56		Champix	EU/1/06/360	varenicline	varenicline	N07BA03	Pfizer Europe MA EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/champix	Authorised
EU/1/06/360/011	EMEA/H/C/000699	1 mg	Film-coated tablet				Carton box, PVC/Aclar/Al blister, N112		Champix	EU/1/06/360	varenicline	varenicline	N07BA03	Pfizer Europe MA EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/champix	Authorised
EU/1/06/360/012	EMEA/H/C/000699	0.5 mg + 1 mg	Film-coated tablet				Carton box, PVC/Aclar/Al blister, N53		Champix	EU/1/06/360	varenicline	varenicline	N07BA03	Pfizer Europe MA EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/champix	Authorised
EU/1/06/360/013	EMEA/H/C/000699	1 mg	Film-coated tablet				PVC/Aclar/Al blister, N140		Champix	EU/1/06/360	varenicline	varenicline	N07BA03	Pfizer Europe MA EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/champix	Authorised
EU/1/06/360/025	EMEA/H/C/000699	0.5 mg + 1 mg	Film-coated tablet				PVC/Aclar/Al blister, N165		Champix	EU/1/06/360	varenicline	varenicline	N07BA03	Pfizer Europe MA EEIG	https://www.ema.europa.eu/en/medicines/human/EPAR/champix	Authorised
