ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/02/207/001	EMEA/H/C/000404	2.5 mg/0.5 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.5 ml	2 pre-filled syringes	Quixidar
EU/1/02/207/002	EMEA/H/C/000404	2.5 mg/0.5 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.5 ml	7 pre-filled syringes	Quixidar
EU/1/02/207/003	EMEA/H/C/000404	2.5 mg/0.5 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.5 ml	10 pre-filled syringes	Quixidar
EU/1/02/207/004	EMEA/H/C/000404	2.5 mg/0.5 ml	Solution for injection	Subcutaneous or intravenous use	pre-filled syringe (glass)	0.5 ml	20 pre-filled syringes	Quixidar
EU/1/02/207/005	EMEA/H/C/000404	1.5 mg/0.3ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.3 ml	2 pre-filled syringes	Quixidar
EU/1/02/207/006	EMEA/H/C/000404	1.5 mg/0.3 ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.3 ml	7 pre-filled syringes	Quixidar
EU/1/02/207/007	EMEA/H/C/000404	1.5 mg/0.3 ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.3 ml	10 pre-filled syringes	Quixidar
EU/1/02/207/008	EMEA/H/C/000404	1.5 mg/0.3 ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.3 ml	20 pre-filled syringes	Quixidar
EU/1/02/207/009	EMEA/H/C/000404	5 mg/0.4 ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.4 ml	2 pre-filled syringes	Quixidar
EU/1/02/207/010	EMEA/H/C/000404	5 mg/0.4 ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.4 ml	7 pre-filled syringes	Quixidar
EU/1/02/207/011	EMEA/H/C/000404	5 mg/0.4 ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.4 ml	10 pre-filled syringes	Quixidar
EU/1/02/207/012	EMEA/H/C/000404	7.5 mg/0.6 ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.6 ml	2 pre-filled syringes	Quixidar
EU/1/02/207/013	EMEA/H/C/000404	7.5 mg/0.6 ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.6 ml	7 pre-filled syringes	Quixidar
EU/1/02/207/014	EMEA/H/C/000404	7.5 mg/0.6 ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.6 ml	10 pre-filled syringes	Quixidar
EU/1/02/207/015	EMEA/H/C/000404	10 mg/0.8 ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 ml	2 pre-filled syringes	Quixidar
EU/1/02/207/016	EMEA/H/C/000404	10 mg/0.8 ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 ml	7 pre-filled syringes	Quixidar
EU/1/02/207/017	EMEA/H/C/000404	10 mg/0.8 ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 ml	10 pre-filled syringes	Quixidar
EU/1/02/207/018	EMEA/H/C/000404	5 mg/0.4 ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.4 ml	20 pre-filled syringes	Quixidar
EU/1/02/207/019	EMEA/H/C/000404	7.5 mg/0.6 ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.6 ml	20 pre-filled syringes	Quixidar
EU/1/02/207/020	EMEA/H/C/000404	10 mg/0.8 ml	Solution for injection	Subcutaneous use	pre-filled syringe (glass)	0.8 ml	20 pre-filled syringes	Quixidar
