codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
044563017	044563	35603233	efmoroctocog alfa 1 UNT Injection	1719608	EXACT	auto-linked from EMA 003964		2026-06-12
044563029	044563	35603233	efmoroctocog alfa 1 UNT Injection	1719608	EXACT	auto-linked from EMA 003964		2026-06-12
044563031	044563	35603233	efmoroctocog alfa 1 UNT Injection	1719608	EXACT	auto-linked from EMA 003964		2026-06-12
044563056	044563	35603233	efmoroctocog alfa 1 UNT Injection	1719608	EXACT	auto-linked from EMA 003964		2026-06-12
044563068	044563	35603233	efmoroctocog alfa 1 UNT Injection	1719608	EXACT	auto-linked from EMA 003964		2026-06-12
044563070	044563	35603233	efmoroctocog alfa 1 UNT Injection	1719608	EXACT	auto-linked from EMA 003964		2026-06-12
044563082	044563	35603233	efmoroctocog alfa 1 UNT Injection	1719608	EXACT	auto-linked from EMA 003964		2026-06-12
044563094	044563	35603233	efmoroctocog alfa 1 UNT Injection	1719608	EXACT	auto-linked from EMA 003964		2026-06-12
044563106	044563	35603233	efmoroctocog alfa 1 UNT Injection	1719608	EXACT	auto-linked from EMA 003964		2026-06-12
044563118	044563	35603233	efmoroctocog alfa 1 UNT Injection	1719608	EXACT	auto-linked from EMA 003964		2026-06-12
