codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
038633018	038633	1359550	lapatinib 250 MG Oral Tablet	672149	EXACT	auto-linked from EMA 000795		2026-06-12
038633020	038633	1359550	lapatinib 250 MG Oral Tablet	672149	EXACT	auto-linked from EMA 000795		2026-06-12
038633032	038633	1359550	lapatinib 250 MG Oral Tablet	672149	EXACT	auto-linked from EMA 000795		2026-06-12
038633044	038633	1359550	lapatinib 250 MG Oral Tablet	672149	EXACT	auto-linked from EMA 000795		2026-06-12
038633057	038633	1359550	lapatinib 250 MG Oral Tablet	672149	EXACT	auto-linked from EMA 000795		2026-06-12
038633069	038633	1359550	lapatinib 250 MG Oral Tablet	672149	EXACT	auto-linked from EMA 000795		2026-06-12
049635016	049635	1359550	lapatinib 250 MG Oral Tablet	672149	EXACT	auto-linked from EMA 000795		2026-06-12
049635028	049635	1359550	lapatinib 250 MG Oral Tablet	672149	EXACT	auto-linked from EMA 000795		2026-06-12
049635030	049635	1359550	lapatinib 250 MG Oral Tablet	672149	EXACT	auto-linked from EMA 000795		2026-06-12
049635042	049635	1359550	lapatinib 250 MG Oral Tablet	672149	EXACT	auto-linked from EMA 000795		2026-06-12
049635055	049635	1359550	lapatinib 250 MG Oral Tablet	672149	EXACT	auto-linked from EMA 000795		2026-06-12
049635067	049635	1359550	lapatinib 250 MG Oral Tablet	672149	EXACT	auto-linked from EMA 000795		2026-06-12
049635079	049635	1359550	lapatinib 250 MG Oral Tablet	672149	EXACT	auto-linked from EMA 000795		2026-06-12
