ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/20/1528/028	EMEA/H/C/005735	--15 see footnote.txt	Dispersion for injection	Intramuscular use	vial (glass)	0.48 ml (1 dose)	10 single dose vials (10 doses)	COMIRNATY JN.1
EU/1/20/1528/029	EMEA/H/C/005735	--15 see footnote.txt	Dispersion for injection	Intramuscular use	vial (glass)	2.25 ml (6 doses)	10 multidose vials (60 doses)	COMIRNATY JN.1
EU/1/20/1528/030	EMEA/H/C/005735	--15 see footnote.txt	Dispersion for injection	Intramuscular use	pre-filled syringe (glass)	0.418 ml (1 dose)	10 pre-filled syringes (10 doses); fridge only	COMIRNATY JN.1
EU/1/20/1528/032	EMEA/H/C/005735	--16 see footnote.txt	Dispersion for injection	Intramuscular use	vial (glass)	0.48 ml (1 dose)	10 single dose vials (10 doses)	COMIRNATY JN.1
EU/1/20/1528/033	EMEA/H/C/005735	--16 see footnote.txt	Dispersion for injection	Intramuscular use	vial (glass)	2.25 ml (6 doses)	10 multidose vials (60 doses)	COMIRNATY JN.1
EU/1/20/1528/034	EMEA/H/C/005735	--17 see footnote.txt	Concentrate for dispersion for injection	Intramuscular use	vial (glass)	1.3 ml (10 doses)	10 multidose vials (100 doses)	COMIRNATY JN.1
EU/1/20/1528/035	EMEA/H/C/005735	--18 see footnote.txt	Concentrate for dispersion for injection	Intramuscular use	vial (glass)	0.48 ml (3 doses)	10 multidose vials (30 doses)	COMIRNATY JN.1
EU/1/20/1528/036	EMEA/H/C/005735	--19 see footnote.txt	Concentrate for dispersion for injection	Intramuscular use	vial (glass)	0.4 ml (10 doses)	10 multidose vials (100 doses)	COMIRNATY JN.1
EU/1/20/1528/037	EMEA/H/C/005735	--20 see footnote.txt	Dispersion for injection	Intramuscular use	vial (glass)	0.48 ml (1 dose)	10 single dose vials (10 doses)	COMIRNATY KP.2
EU/1/20/1528/038	EMEA/H/C/005735	--20 see footnote.txt	Dispersion for injection	Intramuscular use	vial (glass)	2.25 ml (6 doses)	10 multidose vials (60 doses)	COMIRNATY KP.2
EU/1/20/1528/039	EMEA/H/C/005735	--20 see footnote.txt	Dispersion for injection	Intramuscular use	pre-filled syringe (glass)	0.418 ml (1 dose)	10 pre-filled syringes (10 doses); fridge only	COMIRNATY KP.2
EU/1/20/1528/040	EMEA/H/C/005735	--21 see footnote.txt	Dispersion for injection	Intramuscular use	vial (glass)	0.48 ml (1 dose)	10 single dose vials (10 doses)	COMIRNATY KP.2
EU/1/20/1528/041	EMEA/H/C/005735	--21 see footnote.txt	Dispersion for injection	Intramuscular use	vial (glass)	2.25 ml (6 doses)	10 multidose vials (60 doses)	COMIRNATY KP.2
EU/1/20/1528/042	EMEA/H/C/005735	--22 see footnote.txt	Concentrate for dispersion for injection	Intramuscular use	vial (glass)	0.48 ml (3 doses)	10 multidose vials (30 doses)	COMIRNATY KP.2
EU/1/20/1528/043	EMEA/H/C/005735	--15 see footnote.txt	Dispersion for injection	Intramuscular use	vial (glass)	2.25 ml (6 doses)	10 multidose vials (60 doses); fridge only	COMIRNATY JN.1
EU/1/20/1528/044	EMEA/H/C/005735	--20 see footnote.txt	Dispersion for injection	Intramuscular use	vial (glass)	2.25 ml (6 doses)	10 multidose vials (60 doses); fridge only	COMIRNATY KP.2
EU/1/20/1528/045	EMEA/H/C/005735	--23 see footnote.txt	Dispersion for injection	Intramuscular use	vial (glass)	2.25 ml (6 doses)	10 multidose vials (60 doses)	COMIRNATY LP.8.1
EU/1/20/1528/046	EMEA/H/C/005735	--23 see footnote.txt	Dispersion for injection	Intramuscular use	vial (glass)	2.25 ml (6 doses)	10 multidose vials (60 doses); fridge only	COMIRNATY LP.8.1
EU/1/20/1528/047	EMEA/H/C/005735	--23 see footnote.txt	Dispersion for injection	Intramuscular use	pre-filled syringe (glass)	0.418 ml (1 dose)	10 pre-filled syringes (10 doses); fridge only	COMIRNATY LP.8.1
EU/1/20/1528/048	EMEA/H/C/005735	--24 see footnote.txt	Dispersion for injection	Intramuscular use	vial (glass)	0.48 ml (1 dose)	10 single dose vials (10 doses)	COMIRNATY LP.8.1
EU/1/20/1528/049	EMEA/H/C/005735	--24 see footnote.txt	Dispersion for injection	Intramuscular use	vial (glass)	2.25 ml (6 doses)	10 multidose vials (60 doses)	COMIRNATY LP.8.1
EU/1/20/1528/050	EMEA/H/C/005735	--25 see footnote.txt	Concentrate for dispersion for injection	Intramuscular use	vial (glass)	0.48 ml (3 doses)	10 multidose vials (30 doses)	COMIRNATY LP.8.1
EU/1/20/1528/051	EMEA/H/C/005735	--23 see footnote.txt	Dispersion for injection	Intramuscular use	pre-filled syringe (glass)	0.418 ml (1 dose)	1 pre-filled syringe	COMIRNATY LP.8.1
