ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/11/707/001	EMEA/H/C/002110	5 mg	Film-coated tablet	Oral use	blister (alu/alu)		10 tablets	Trajenta
EU/1/11/707/002	EMEA/H/C/002110	5 mg	Film-coated tablet	Oral use	blister (alu/alu)		14 tablets	Trajenta
EU/1/11/707/003	EMEA/H/C/002110	5 mg	Film-coated tablet	Oral use	blister (alu/alu)		28 tablets	Trajenta
EU/1/11/707/004	EMEA/H/C/002110	5 mg	Film-coated tablet	Oral use	blister (alu/alu)		30 tablets	Trajenta
EU/1/11/707/005	EMEA/H/C/002110	5 mg	Film-coated tablet	Oral use	blister (alu/alu)		56 tablets	Trajenta
EU/1/11/707/006	EMEA/H/C/002110	5 mg	Film-coated tablet	Oral use	blister (alu/alu)		60 tablets	Trajenta
EU/1/11/707/007	EMEA/H/C/002110	5 mg	Film-coated tablet	Oral use	blister (alu/alu)		84 tablets	Trajenta
EU/1/11/707/008	EMEA/H/C/002110	5 mg	Film-coated tablet	Oral use	blister (alu/alu)		90 tablets	Trajenta
EU/1/11/707/009	EMEA/H/C/002110	5 mg	Film-coated tablet	Oral use	blister (alu/alu)		98 tablets	Trajenta
EU/1/11/707/010	EMEA/H/C/002110	5 mg	Film-coated tablet	Oral use	blister (alu/alu)		100 tablets	Trajenta
EU/1/11/707/011	EMEA/H/C/002110	5 mg	Film-coated tablet	Oral use	blister (alu/alu)		120 tablets	Trajenta
