cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
650221	98085012	KARVEZIDE 150 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Irbesartán/Hidroclorotiazida 150 mg/12,5 mg comprimido	150 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 150 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	SANOFI WINTHROP INDUSTRIE	0	0	0	0
650222	98085017	KARVEZIDE 300 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Irbesartán/Hidroclorotiazida 300 mg/12,5 mg comprimido	300 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	SANOFI WINTHROP INDUSTRIE	0	0	0	0
651118	72312	IRBESARTAN/HIDROCLOROTIAZIDA CINFA 150 mg/12,5 mg COMPRIMIDOS EFG	Irbesartán/Hidroclorotiazida 150 mg/12,5 mg comprimido	150 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 150 mg	VÍA ORAL	COMPRIMIDO	C09DA04 - Irbesartan y diureticos	LABORATORIOS CINFA S.A.	0	1	0	0
651126	72309	IRBESARTAN/HIDROCLOROTIAZIDA CINFA 300 mg/12,5 mg COMPRIMIDOS EFG	Irbesartán/Hidroclorotiazida 300 mg/12,5 mg comprimido	300 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO	C09DA04 - Irbesartan y diureticos	LABORATORIOS CINFA S.A.	0	1	0	0
651134	72310	IRBESARTAN/HIDROCLOROTIAZIDA CINFA 300 mg/25 mg COMPRIMIDOS EFG	Irbesartán/Hidroclorotiazida 300 mg/25 mg comprimido	300 mg/25 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 25 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO	C09DA04 - Irbesartan y diureticos	LABORATORIOS CINFA S.A.	0	1	0	0
652199	71998	IRBESARTAN/HIDROCLOROTIAZIDA SANDOZ 150  mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Irbesartán/Hidroclorotiazida 150 mg/12,5 mg comprimido	150 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 150 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	SANDOZ FARMACEUTICA S.A.	0	1	0	0
652207	71997	IRBESARTAN/HIDROCLOROTIAZIDA SANDOZ 300 mg/25mg COMPRIMIDOS RECUBIERTOS CON  PELICULA EFG	Irbesartán/Hidroclorotiazida 300 mg/25 mg comprimido	300 mg/25 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 25 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	SANDOZ FARMACEUTICA S.A.	0	1	0	0
656037	98086024	COAPROVEL 300 mg/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Irbesartán/Hidroclorotiazida 300 mg/25 mg comprimido	300 mg/25 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 25 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	SANOFI WINTHROP INDUSTRIE	0	0	0	0
656038	98085024	KARVEZIDE 300 mg/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA	Irbesartán/Hidroclorotiazida 300 mg/25 mg comprimido	300 mg/25 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 25 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	SANOFI WINTHROP INDUSTRIE	0	0	0	0
665434	72347	IRBESARTAN/HIDROCLOROTIAZIDA NORMON 150 mg/12,5 mg COMPRIMIDOS EFG	Irbesartán/Hidroclorotiazida 150 mg/12,5 mg comprimido	150 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 150 mg	VÍA ORAL	COMPRIMIDO	C09DA04 - Irbesartan y diureticos	LABORATORIOS NORMON S.A.	0	1	0	0
665435	72348	IRBESARTAN/HIDROCLOROTIAZIDA NORMON 300 mg/12,5 mg COMPRIMIDOS EFG	Irbesartán/Hidroclorotiazida 300 mg/12,5 mg comprimido	300 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO	C09DA04 - Irbesartan y diureticos	LABORATORIOS NORMON S.A.	0	1	0	0
665443	72357	IRBESARTAN/HIDROCLOROTIAZIDA PENSA 150 mg/12,5 mg COMPRIMIDOS EFG	Irbesartán/Hidroclorotiazida 150 mg/12,5 mg comprimido	150 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 150 mg	VÍA ORAL	COMPRIMIDO	C09DA04 - Irbesartan y diureticos	TOWA PHARMACEUTICAL S.A.	0	1	0	0
665444	72358	IRBESARTAN/HIDROCLOROTIAZIDA PENSA 300 mg/12,5 mg COMPRIMIDOS EFG	Irbesartán/Hidroclorotiazida 300 mg/12,5 mg comprimido	300 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO	C09DA04 - Irbesartan y diureticos	TOWA PHARMACEUTICAL S.A.	0	1	0	0
665445	72356	IRBESARTAN/HIDROCLOROTIAZIDA PENSA 300 mg/25 mg COMPRIMIDOS EFG	Irbesartán/Hidroclorotiazida 300 mg/25 mg comprimido	300 mg/25 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 25 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO	C09DA04 - Irbesartan y diureticos	TOWA PHARMACEUTICAL S.A.	0	1	0	0
665755	09583017	IRBESARTAN/HIDROCLOROTIAZIDA TEVA 150 MG/12,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Irbesartán/Hidroclorotiazida 150 mg/12,5 mg comprimido	150 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 150 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	TEVA B.V.	0	1	0	0
665756	09583041	IRBESARTAN/HIDROCLOROTIAZIDA TEVA 300 MG/12,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Irbesartán/Hidroclorotiazida 300 mg/12,5 mg comprimido	300 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	TEVA B.V.	0	1	0	0
665757	09583065	IRBESARTAN/HIDROCLOROTIAZIDA TEVA 300 MG/25 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Irbesartán/Hidroclorotiazida 300 mg/25 mg comprimido	300 mg/25 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 25 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	TEVA B.V.	0	1	0	0
672425	72816	IRBESARTAN HIDROCLOROTIAZIDA ALTER 150 mg /12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Irbesartán/Hidroclorotiazida 150 mg/12,5 mg comprimido	150 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 150 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	LABORATORIOS ALTER S.A.	0	1	0	0
672427	72815	IRBESARTAN HIDROCLOROTIAZIDA ALTER 300 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Irbesartán/Hidroclorotiazida 300 mg/12,5 mg comprimido	300 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	LABORATORIOS ALTER S.A.	0	1	0	0
672429	72817	IRBESARTAN HIDROCLOROTIAZIDA ALTER 300 mg /25mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Irbesartán/Hidroclorotiazida 300 mg/25 mg comprimido	300 mg/25 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 25 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	LABORATORIOS ALTER S.A.	0	1	0	0
673229	73705	IRBESARTAN/HIDROCLOROTIAZIDA AUROVITAS SPAIN 150 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Irbesartán/Hidroclorotiazida 150 mg/12,5 mg comprimido	150 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 150 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	AUROVITAS SPAIN, S.A.U.	0	1	0	0
673883	73706	IRBESARTAN/HIDROCLOROTIAZIDA AUROVITAS SPAIN 300 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Irbesartán/Hidroclorotiazida 300 mg/12,5 mg comprimido	300 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	AUROVITAS SPAIN, S.A.U.	0	1	0	0
677408	73349	IRBESARTAN/HIDROCLOROTIAZIDA RATIO 300 mg/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Irbesartán/Hidroclorotiazida 300 mg/25 mg comprimido	300 mg/25 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 25 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	TEVA PHARMA S.L.U.	0	1	0	0
677409	73350	IRBESARTAN/HIDROCLOROTIAZIDA RATIO 150 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Irbesartán/Hidroclorotiazida 150 mg/12,5 mg comprimido	150 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 150 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	TEVA PHARMA S.L.U.	0	1	0	0
677410	73348	IRBESARTAN/HIDROCLOROTIAZIDA RATIO 300 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Irbesartán/Hidroclorotiazida 300 mg/12,5 mg comprimido	300 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	TEVA PHARMA S.L.U.	0	1	0	0
677412	73343	IRBESARTAN/HIDROCLOROTIAZIDA MYLAN PHARMACEUTICALS 300 mg/12,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Irbesartán/Hidroclorotiazida 300 mg/12,5 mg comprimido	300 mg/12,5 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 12,5 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	MYLAN PHARMACEUTICALS S.L.	0	1	0	0
677413	73340	IRBESARTAN/HIDROCLOROTIAZIDA KERN PHARMA 300 mg/25 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Irbesartán/Hidroclorotiazida 300 mg/25 mg comprimido	300 mg/25 mg	Blister	28	comprimido	HIDROCLOROTIAZIDA 25 mg|IRBESARTAN 300 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C09DA04 - Irbesartan y diureticos	KERN PHARMA S.L.	0	1	0	0
