codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
048253013	048253	1356073	levodopa 42 MG Inhalation Powder [Inbrija]	2107621	EXACT	auto-linked from EMA 004786		2026-06-12
048253025	048253	1356073	levodopa 42 MG Inhalation Powder [Inbrija]	2107621	EXACT	auto-linked from EMA 004786		2026-06-12
048253037	048253	1356073	levodopa 42 MG Inhalation Powder [Inbrija]	2107621	EXACT	auto-linked from EMA 004786		2026-06-12
048253049	048253	1356073	levodopa 42 MG Inhalation Powder [Inbrija]	2107621	EXACT	auto-linked from EMA 004786		2026-06-12
