cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	sw_generico	biosimilar	radiofarmaco
652451	05316003	PROCORALAN 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Ivabradina 5 mg comprimido	5 mg	Blister	56	comprimido	IVABRADINA 5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	LES LABORATOIRES SERVIER	0	0	0	0
652452	05316010	PROCORALAN 7,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Ivabradina 7,5 mg comprimido	7,5 mg	Blister	56	comprimido	IVABRADINA 7,5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	LES LABORATOIRES SERVIER	0	0	0	0
653060	05317003	CORLENTOR 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Ivabradina 5 mg comprimido	5 mg	Blister	56	comprimido	IVABRADINA 5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	LES LABORATOIRES SERVIER	0	0	0	0
653061	05317010	CORLENTOR 7,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Ivabradina 7,5 mg comprimido	7,5 mg	Blister	56	comprimido	IVABRADINA 7,5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	LES LABORATOIRES SERVIER	0	0	0	0
705794	05317003IP	CORLENTOR 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Ivabradina 5 mg comprimido	5 mg	Blister	56	comprimido	IVABRADINA 5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	LES LABORATOIRES SERVIER	0	0	0	0
705823	05317010IP	CORLENTOR 7,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Ivabradina 7,5 mg comprimido	7,5 mg	Blister	56	comprimido	IVABRADINA 7,5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	LES LABORATOIRES SERVIER	0	0	0	0
708212	05316003IP	PROCORALAN 5mg comprimidos recubiertos con pelicula	Ivabradina 5 mg comprimido	5 mg	Blister	56	comprimido	IVABRADINA 5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	LES LABORATOIRES SERVIER INDUSTRIE	0	0	0	0
712841	81279	IVABRADINA CINFA 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ivabradina 5 mg comprimido	5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	LABORATORIOS CINFA S.A.	0	1	0	0
712845	81280	IVABRADINA CINFA 7,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ivabradina 7,5 mg comprimido	7,5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 7,5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	LABORATORIOS CINFA S.A.	0	1	0	0
712846	81281	IVABRADINA STADAGEN 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ivabradina 5 mg comprimido	5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	LABORATORIO STADA S.L.	0	1	0	0
712847	81282	IVABRADINA STADAGEN 7,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ivabradina 7,5 mg comprimido	7,5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 7,5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	LABORATORIO STADA S.L.	0	1	0	0
712848	81265	IVABRADINA ALTER 5 MG COMPRIMIDOS EFG	Ivabradina 5 mg comprimido	5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 5 mg	VÍA ORAL	COMPRIMIDO	C01EB17 - Ivabradina	LABORATORIOS ALTER S.A.	0	1	0	0
712849	81266	IVABRADINA ALTER 7,5 MG COMPRIMIDOS EFG	Ivabradina 7,5 mg comprimido	7,5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 7,5 mg	VÍA ORAL	COMPRIMIDO	C01EB17 - Ivabradina	LABORATORIOS ALTER S.A.	0	1	0	0
712850	81283	IVABRADINA KERN PHARMA 5 MG COMPRIMIDOS EFG	Ivabradina 5 mg comprimido	5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 5 mg	VÍA ORAL	COMPRIMIDO	C01EB17 - Ivabradina	KERN PHARMA S.L.	0	1	0	0
712852	81284	IVABRADINA KERN PHARMA 7,5 MG COMPRIMIDOS EFG	Ivabradina 7,5 mg comprimido	7,5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 7,5 mg	VÍA ORAL	COMPRIMIDO	C01EB17 - Ivabradina	KERN PHARMA S.L.	0	1	0	0
712853	81285	IVABRADINA TECNIGEN 5 MG COMPRIMIDOS EFG	Ivabradina 5 mg comprimido	5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 5 mg	VÍA ORAL	COMPRIMIDO	C01EB17 - Ivabradina	TECNIMEDE ESPAÑA INDUSTRIA FARMACEUTICA S.A.	0	1	0	0
712854	81286	IVABRADINA TECNIGEN 7,5 MG COMPRIMIDOS EFG	Ivabradina 7,5 mg comprimido	7,5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 7,5 mg	VÍA ORAL	COMPRIMIDO	C01EB17 - Ivabradina	TECNIMEDE ESPAÑA INDUSTRIA FARMACEUTICA S.A.	0	1	0	0
713746	05316010IP	PROCORALAN 7,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA	Ivabradina 7,5 mg comprimido	7,5 mg	Blister	56	comprimido	IVABRADINA 7,5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	LES LABORATOIRES SERVIER	0	0	0	0
714072	81562	IVABRADINA RATIO 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ivabradina 5 mg comprimido	5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	RATIOPHARM ESPANA S.A.	0	1	0	0
714073	81563	IVABRADINA RATIO 7,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ivabradina 7,5 mg comprimido	7,5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 7,5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	RATIOPHARM ESPANA S.A.	0	1	0	0
714174	81593	IVABRADINA NORMON 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ivabradina 5 mg comprimido	5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	LABORATORIOS NORMON S.A.	0	1	0	0
714175	81594	IVABRADINA NORMON 7,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ivabradina 7,5 mg comprimido	7,5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 7,5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	LABORATORIOS NORMON S.A.	0	1	0	0
714178	81597	IVABRADINA QUALIGEN 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ivabradina 5 mg comprimido	5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	NEURAXPHARM SPAIN S.L.	0	1	0	0
714179	81598	IVABRADINA QUALIGEN 7,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ivabradina 7,5 mg comprimido	7,5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 7,5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	NEURAXPHARM SPAIN S.L.	0	1	0	0
714259	81612	IVABRADINA SANDOZ 5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ivabradina 5 mg comprimido	5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	SANDOZ FARMACEUTICA S.A.	0	1	0	0
714260	81613	IVABRADINA SANDOZ 7,5 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG	Ivabradina 7,5 mg comprimido	7,5 mg	Blister	56	comprimido	IVABRADINA HIDROCLORURO 7,5 mg	VÍA ORAL	COMPRIMIDO RECUBIERTO CON PELÍCULA	C01EB17 - Ivabradina	SANDOZ FARMACEUTICA S.A.	0	1	0	0
