ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/09/508/001	43281229	0.5 ML Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML Injection [Synflorix]	OMOP559849	EXACT			2026-03-11
EU/1/09/508/002	43281229	0.5 ML Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML Injection [Synflorix]	OMOP559849	EXACT			2026-03-11
EU/1/09/508/003	43281229	0.5 ML Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML Injection [Synflorix]	OMOP559849	EXACT			2026-03-11
EU/1/09/508/004	43281229	0.5 ML Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML Injection [Synflorix]	OMOP559849	EXACT			2026-03-11
EU/1/09/508/005	43281229	0.5 ML Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML Injection [Synflorix]	OMOP559849	EXACT			2026-03-11
EU/1/09/508/006	43281229	0.5 ML Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML Injection [Synflorix]	OMOP559849	EXACT			2026-03-11
EU/1/09/508/007	43281229	0.5 ML Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML Injection [Synflorix]	OMOP559849	EXACT			2026-03-11
EU/1/09/508/008	43281229	0.5 ML Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML Injection [Synflorix]	OMOP559849	EXACT			2026-03-11
EU/1/09/508/009	36789417	pneumococcal capsular polysaccharide type 14 vaccine 0.001 MG / pneumococcal capsular polysaccharide type 18C vaccine 0.004 MG / pneumococcal capsular polysaccharide type 19F vaccine 0.004 MG / ... Injectable Suspension [Synflorix]	OMOP4777665	BROAD	No standard or Extension concept found for 1.0 ML Synflorix multidose vial	1 ML pneumococcal polysaccharide conjugate vaccine Injectable Suspension [Synflorix]	2026-03-11
EU/1/09/508/010	43281229	0.5 ML Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.001 MG/ML Injection [Synflorix]	OMOP559849	EXACT			2026-03-11
EU/1/09/508/012	36789417	pneumococcal capsular polysaccharide type 14 vaccine 0.001 MG / pneumococcal capsular polysaccharide type 18C vaccine 0.004 MG / pneumococcal capsular polysaccharide type 19F vaccine 0.004 MG / ... Injectable Suspension [Synflorix]	OMOP4777665	BROAD	No standard or Extension concept found for 2.0 ML Synflorix multidose vial	2 ML pneumococcal polysaccharide conjugate vaccine Injectable Suspension [Synflorix]	2026-03-11
EU/1/09/508/013	36789417	pneumococcal capsular polysaccharide type 14 vaccine 0.001 MG / pneumococcal capsular polysaccharide type 18C vaccine 0.004 MG / pneumococcal capsular polysaccharide type 19F vaccine 0.004 MG / ... Injectable Suspension [Synflorix]	OMOP4777665	BROAD	No standard or Extension concept found for 2.0 ML Synflorix multidose vial	2 ML pneumococcal polysaccharide conjugate vaccine Injectable Suspension [Synflorix]	2026-03-11
