cod_nacion	nro_definitivo	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
730790	1211531001	37002543	risdiplam 0.75 MG/ML Oral Solution [Evrysdi]	2390946	EXACT			2025-12-04
767931	1211531002	1465415	risdiplam 5 MG Oral Tablet [Evrysdi]	2705369	EXACT			2026-03-22
