ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/09/527/001	EMEA/H/C/001064	200 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		14 tablets	Ribavirin Teva Pharma B.V.
EU/1/09/527/002	EMEA/H/C/001064	200 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		28 tablets	Ribavirin Teva Pharma B.V.
EU/1/09/527/003	EMEA/H/C/001064	200 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		42 tablets	Ribavirin Teva Pharma B.V.
EU/1/09/527/004	EMEA/H/C/001064	200 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		56 tablets	Ribavirin Teva Pharma B.V.
EU/1/09/527/005	EMEA/H/C/001064	200 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		84 tablets	Ribavirin Teva Pharma B.V.
EU/1/09/527/006	EMEA/H/C/001064	200 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		112 tablets	Ribavirin Teva Pharma B.V.
EU/1/09/527/007	EMEA/H/C/001064	200 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		140 tablets	Ribavirin Teva Pharma B.V.
EU/1/09/527/008	EMEA/H/C/001064	200 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		168 tablets	Ribavirin Teva Pharma B.V.
EU/1/09/527/009	EMEA/H/C/001064	400 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		14 tablets	Ribavirin Teva Pharma B.V.
EU/1/09/527/010	EMEA/H/C/001064	400 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		28 tablets	Ribavirin Teva Pharma B.V.
EU/1/09/527/011	EMEA/H/C/001064	400 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		42 tablets	Ribavirin Teva Pharma B.V.
EU/1/09/527/012	EMEA/H/C/001064	400 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		56 tablets	Ribavirin Teva Pharma B.V.
EU/1/09/527/013	EMEA/H/C/001064	400 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		84 tablets	Ribavirin Teva Pharma B.V.
EU/1/09/527/014	EMEA/H/C/001064	400 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		112 tablets	Ribavirin Teva Pharma B.V.
EU/1/09/527/015	EMEA/H/C/001064	400 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		140 tablets	Ribavirin Teva Pharma B.V.
EU/1/09/527/016	EMEA/H/C/001064	400 mg	Film-coated tablet	Oral use	blister (PVC/PE/PVAc)		168 tablets	Ribavirin Teva Pharma B.V.
