codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
034371017	034371	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034371029	034371	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034371031	034371	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034371043	034371	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034371056	034371	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034371068	034371	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034371070	034371	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034371082	034371	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034371094	034371	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034371106	034371	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034371118	034371	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034371120	034371	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034463048	034463	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034463051	034463	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034463063	034463	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034463075	034463	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034463087	034463	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034463099	034463	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034463101	034463	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034463113	034463	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
034463125	034463	40144020	fluticasone / salmeterol Dry Powder Inhaler	746717	BROAD	auto-linked from EMA 004881		2026-06-12
