ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/02/209/005	EMEA/H/C/000381	40 mg	Powder for solution for injection	Intravenous or intramuscular use	Vial (glass)	40 mg	10 vials	Dynastat
EU/1/02/209/006	EMEA/H/C/000381	40 mg	Powder and solvent for solution for injection	Intravenous or intramuscular use	Powder: vial (glass) Solvent: ampoule (glass)	Powder: 40 mg Solvent: 2 ml	1 vial + 1 ampoule	Dynastat
EU/1/02/209/007	EMEA/H/C/000381	40 mg	Powder and solvent for solution for injection	Intravenous or intramuscular use	Powder: vial (glass) Solvent: ampoule (glass)	Powder: 40 mg Solvent: 2 ml	3 vials + 3 ampoules	Dynastat
EU/1/02/209/008	EMEA/H/C/000381	40 mg	Powder and solvent for solution for injection	Intravenous or intramuscular use	Powder: vial (glass) Solvent: ampoule (glass)	Powder: 40 mg Solvent: 2 ml	5 vials + 5 ampoules	Dynastat
