ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/17/1188/001	EMEA/H/C/004312	12 mg	Solution for injection	Intrathecal use	vial (glass)	5 ml (2.4 mg/ml)	1 vial	Spinraza
EU/1/17/1188/002	EMEA/H/C/004312	28 mg	Solution for injection	Intrathecal use	vial (glass)	5 ml (5.6 mg/ml)	1 vial	Spinraza
EU/1/17/1188/003	EMEA/H/C/004312	50 mg	Solution for injection	Intrathecal use	vial (glass)	5 ml (10 mg/ml)	1 vial	Spinraza
