ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/00/132/001	1797156	peginterferon alfa-2b 0.05 MG Injection	284192	EXACT			2025-12-04
EU/1/00/132/002	1797156	peginterferon alfa-2b 0.05 MG Injection	284192	EXACT			2025-12-04
EU/1/00/132/003	1797156	peginterferon alfa-2b 0.05 MG Injection	284192	EXACT			2025-12-04
EU/1/00/132/004	1797156	peginterferon alfa-2b 0.05 MG Injection	284192	EXACT			2025-12-04
EU/1/00/132/005	1797156	peginterferon alfa-2b 0.05 MG Injection	284192	EXACT			2025-12-04
EU/1/00/132/006	1797157	peginterferon alfa-2b 0.08 MG Injection	284193	EXACT			2025-12-04
EU/1/00/132/007	1797157	peginterferon alfa-2b 0.08 MG Injection	284193	EXACT			2025-12-04
EU/1/00/132/008	1797157	peginterferon alfa-2b 0.08 MG Injection	284193	EXACT			2025-12-04
EU/1/00/132/009	1797157	peginterferon alfa-2b 0.08 MG Injection	284193	EXACT			2025-12-04
EU/1/00/132/010	1797157	peginterferon alfa-2b 0.08 MG Injection	284193	EXACT			2025-12-04
EU/1/00/132/011	21055348	peginterferon alfa-2b 0.1 MG Injection	OMOP414742	EXACT			2025-12-04
EU/1/00/132/012	21055348	peginterferon alfa-2b 0.1 MG Injection	OMOP414742	EXACT			2025-12-04
EU/1/00/132/013	21055348	peginterferon alfa-2b 0.1 MG Injection	OMOP414742	EXACT			2025-12-04
EU/1/00/132/014	21055348	peginterferon alfa-2b 0.1 MG Injection	OMOP414742	EXACT			2025-12-04
EU/1/00/132/015	21055348	peginterferon alfa-2b 0.1 MG Injection	OMOP414742	EXACT			2025-12-04
EU/1/00/132/016	1797158	peginterferon alfa-2b 0.12 MG Injection	284194	EXACT			2025-12-04
EU/1/00/132/017	1797158	peginterferon alfa-2b 0.12 MG Injection	284194	EXACT			2025-12-04
EU/1/00/132/018	1797158	peginterferon alfa-2b 0.12 MG Injection	284194	EXACT			2025-12-04
EU/1/00/132/019	1797158	peginterferon alfa-2b 0.12 MG Injection	284194	EXACT			2025-12-04
EU/1/00/132/020	1797158	peginterferon alfa-2b 0.12 MG Injection	284194	EXACT			2025-12-04
EU/1/00/132/021	1797159	peginterferon alfa-2b 0.15 MG Injection	284195	EXACT			2025-12-04
EU/1/00/132/022	1797159	peginterferon alfa-2b 0.15 MG Injection	284195	EXACT			2025-12-04
EU/1/00/132/023	1797159	peginterferon alfa-2b 0.15 MG Injection	284195	EXACT			2025-12-04
EU/1/00/132/024	1797159	peginterferon alfa-2b 0.15 MG Injection	284195	EXACT			2025-12-04
EU/1/00/132/025	1797159	peginterferon alfa-2b 0.15 MG Injection	284195	EXACT			2025-12-04
EU/1/00/132/026	1797156	peginterferon alfa-2b 0.05 MG Injection	284192	EXACT			2025-12-04
EU/1/00/132/027	1797157	peginterferon alfa-2b 0.08 MG Injection	284193	EXACT			2025-12-04
EU/1/00/132/028	21055348	peginterferon alfa-2b 0.1 MG Injection	OMOP414742	EXACT			2025-12-04
EU/1/00/132/029	1797158	peginterferon alfa-2b 0.12 MG Injection	284194	EXACT			2025-12-04
EU/1/00/132/030	1797159	peginterferon alfa-2b 0.15 MG Injection	284195	EXACT			2025-12-04
EU/1/00/132/031	1797190	0.5 ML peginterferon alfa-2b 0.1 MG/ML Pen Injector	731345	EXACT			2026-03-12
EU/1/00/132/032	1797190	0.5 ML peginterferon alfa-2b 0.1 MG/ML Pen Injector	731345	EXACT			2026-03-12
EU/1/00/132/034	1797190	0.5 ML peginterferon alfa-2b 0.1 MG/ML Pen Injector	731345	EXACT			2026-03-12
EU/1/00/132/035	1797191	0.5 ML peginterferon alfa-2b 0.16 MG/ML Pen Injector	731348	EXACT			2026-03-12
EU/1/00/132/036	1797191	0.5 ML peginterferon alfa-2b 0.16 MG/ML Pen Injector	731348	EXACT			2026-03-12
EU/1/00/132/038	1797191	0.5 ML peginterferon alfa-2b 0.16 MG/ML Pen Injector	731348	EXACT			2026-03-12
EU/1/00/132/039	36281182	0.5 ML peginterferon alfa-2b 0.2 MG/ML Pen Injector	OMOP3132057	EXACT			2026-03-12
EU/1/00/132/040	36281182	0.5 ML peginterferon alfa-2b 0.2 MG/ML Pen Injector	OMOP3132057	EXACT			2026-03-12
EU/1/00/132/042	36281182	0.5 ML peginterferon alfa-2b 0.2 MG/ML Pen Injector	OMOP3132057	EXACT			2026-03-12
EU/1/00/132/043	1797188	0.5 ML peginterferon alfa-2b 0.24 MG/ML Pen Injector	731333	EXACT			2026-03-12
EU/1/00/132/044	1797188	0.5 ML peginterferon alfa-2b 0.24 MG/ML Pen Injector	731333	EXACT			2026-03-12
EU/1/00/132/046	1797188	0.5 ML peginterferon alfa-2b 0.24 MG/ML Pen Injector	731333	EXACT			2026-03-12
EU/1/00/132/047	1797189	0.5 ML peginterferon alfa-2b 0.3 MG/ML Pen Injector	731334	EXACT			2026-03-12
EU/1/00/132/048	1797189	0.5 ML peginterferon alfa-2b 0.3 MG/ML Pen Injector	731334	EXACT			2026-03-12
EU/1/00/132/050	1797189	0.5 ML peginterferon alfa-2b 0.3 MG/ML Pen Injector	731334	EXACT			2026-03-12

