codice_aic	cod_farmaco	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
037154010	037154	1363390	sorafenib 200 MG Oral Tablet [Nexavar]	615979	EXACT	auto-linked from EMA 000690		2026-06-12
048803011	048803	1363390	sorafenib 200 MG Oral Tablet [Nexavar]	615979	EXACT	auto-linked from EMA 000690		2026-06-12
048803023	048803	1363390	sorafenib 200 MG Oral Tablet [Nexavar]	615979	EXACT	auto-linked from EMA 000690		2026-06-12
048804013	048804	1363390	sorafenib 200 MG Oral Tablet [Nexavar]	615979	EXACT	auto-linked from EMA 000690		2026-06-12
048804025	048804	1363390	sorafenib 200 MG Oral Tablet [Nexavar]	615979	EXACT	auto-linked from EMA 000690		2026-06-12
048807010	048807	1363390	sorafenib 200 MG Oral Tablet [Nexavar]	615979	EXACT	auto-linked from EMA 000690		2026-06-12
048807022	048807	1363390	sorafenib 200 MG Oral Tablet [Nexavar]	615979	EXACT	auto-linked from EMA 000690		2026-06-12
048807034	048807	1363390	sorafenib 200 MG Oral Tablet [Nexavar]	615979	EXACT	auto-linked from EMA 000690		2026-06-12
048807046	048807	1363390	sorafenib 200 MG Oral Tablet [Nexavar]	615979	EXACT	auto-linked from EMA 000690		2026-06-12
048807059	048807	1363390	sorafenib 200 MG Oral Tablet [Nexavar]	615979	EXACT	auto-linked from EMA 000690		2026-06-12
