ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/21/1601/001	EMEA/H/C/005814	300 mg / 300 mg	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	2.5 ml (120 mg/ml) + 2.5 ml (120 mg/ml)	1 single dose vial + 1 single dose vial	Ronapreve
EU/1/21/1601/002	EMEA/H/C/005814	120 mg/ml / 120 mg/ml	Solution for injection/infusion	Intravenous use, Subcutaneous use	vial (glass)	11.1 ml + 11.1 ml	1 multidose vial + 1 multidose vial	Ronapreve
