product_id	original_name	authorisation_no	date_of_authorisation	inter_code	strength	pharmaceutical_form	product_strength	package_en	package_size
EU/1/20/1432/001	NUBEQA	EU/1/20/1432/001	27-MAR-20	EMEA/H/C/004790	300 mg	Film-coated tablet	300 mg	PVC/Al blister, N112	112
EU/1/20/1432/002	NUBEQA	EU/1/20/1432/002	27-MAR-20	EMEA/H/C/004790	300 mg	Film-coated tablet	300 mg	PVC/Al blister, N96	96
