ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name	display_name	eu_group_number	active_substance	international_non_proprietary_name	atc_code_human	marketing_authorisation_developer_applicant_holder	medicine_url	medicine_status
EU/1/12/776/001	EMEA/H/C/002434	2 mg	Film-coated tablet	Oral use	blister (PVC/alu)		7 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/002	EMEA/H/C/002434	4 mg	Film-coated tablet	Oral use	blister (PVC/alu)		7 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/003	EMEA/H/C/002434	4 mg	Film-coated tablet	Oral use	blister (PVC/alu)		28 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/004	EMEA/H/C/002434	4 mg	Film-coated tablet	Oral use	blister (PVC/alu)		84 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/005	EMEA/H/C/002434	6 mg	Film-coated tablet	Oral use	blister (PVC/alu)		7 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/006	EMEA/H/C/002434	6 mg	Film-coated tablet	Oral use	blister (PVC/alu)		28 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/007	EMEA/H/C/002434	6 mg	Film-coated tablet	Oral use	blister (PVC/alu)		84 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/008	EMEA/H/C/002434	8 mg	Film-coated tablet	Oral use	blister (PVC/alu)		7 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/009	EMEA/H/C/002434	8 mg	Film-coated tablet	Oral use	blister (PVC/alu)		28 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/010	EMEA/H/C/002434	8 mg	Film-coated tablet	Oral use	blister (PVC/alu)		84 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/011	EMEA/H/C/002434	10 mg	Film-coated tablet	Oral use	blister (PVC/alu)		7 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/012	EMEA/H/C/002434	10 mg	Film-coated tablet	Oral use	blister (PVC/alu)		28 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/013	EMEA/H/C/002434	10 mg	Film-coated tablet	Oral use	blister (PVC/alu)		84 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/014	EMEA/H/C/002434	12 mg	Film-coated tablet	Oral use	blister (PVC/alu)		7 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/015	EMEA/H/C/002434	12 mg	Film-coated tablet	Oral use	blister (PVC/alu)		28 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/016	EMEA/H/C/002434	12 mg	Film-coated tablet	Oral use	blister (PVC/alu)		84 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/017	EMEA/H/C/002434	2 mg	Film-coated tablet	Oral use	blister (PVC/alu)		28 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/018	EMEA/H/C/002434	2 mg	Film-coated tablet	Oral use	blister (PVC/alu)		98 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/019	EMEA/H/C/002434	4 mg	Film-coated tablet	Oral use	blister (PVC/alu)		98 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/020	EMEA/H/C/002434	6 mg	Film-coated tablet	Oral use	blister (PVC/alu)		98 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/021	EMEA/H/C/002434	8 mg	Film-coated tablet	Oral use	blister (PVC/alu)		98 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/022	EMEA/H/C/002434	10 mg	Film-coated tablet	Oral use	blister (PVC/alu)		98 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/023	EMEA/H/C/002434	12 mg	Film-coated tablet	Oral use	blister (PVC/alu)		98 tablets	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
EU/1/12/776/024	EMEA/H/C/002434	0.5 mg/ml	Oral suspension	Oral use	bottle (PET)	340 ml (0.5 mg/ml)	1 bottle + 2 syringes + 1 bottle adapter	fycompa	Fycompa	EU/1/12/776	perampanel	perampanel	N03AX22	Eisai GmbH	https://www.ema.europa.eu/en/medicines/human/EPAR/fycompa	Authorised
