ma_number	ema_product_number	strength	pharmaceutical_form	route_of_administration	packaging	content	pack_size	product_name
EU/1/14/984/001	EMEA/H/C/002396	50 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		14 tablets	Xadago
EU/1/14/984/002	EMEA/H/C/002396	50 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		28 tablets	Xadago
EU/1/14/984/003	EMEA/H/C/002396	50 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		30 tablets	Xadago
EU/1/14/984/004	EMEA/H/C/002396	50 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		90 tablets	Xadago
EU/1/14/984/005	EMEA/H/C/002396	50 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		100 tablets	Xadago
EU/1/14/984/006	EMEA/H/C/002396	100 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		14 tablets	Xadago
EU/1/14/984/007	EMEA/H/C/002396	100 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		28 tablets	Xadago
EU/1/14/984/008	EMEA/H/C/002396	100 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		30 tablets	Xadago
EU/1/14/984/009	EMEA/H/C/002396	100 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		90 tablets	Xadago
EU/1/14/984/010	EMEA/H/C/002396	100 mg	Film-coated tablet	Oral use	blister (PVC/PVDC/Alu)		100 tablets	Xadago
